CAS,R,SMILES,PBT_label
569-65-3,pr,Clc1ccc(cc1)C(N1CCN(CC1)Cc1cccc(C)c1)c1ccccc1,1
570-67-2,n,CC(C)CCCC(C)C1CCC2C3CCC4CCC(=O)CC4(C)C3CCC12C,1
570-89-8,n,CC(C)CCCC(C)C1CCC2C3CC(O)C4=CC(=O)CCC4(C)C3CCC12C,1
572-89-4,n,Cc1ccc2cc3c(ccc4ccc(C)cc34)cc2c1,1
576-55-6,pr,Oc1c(C)c(Br)c(Br)c(Br)c1Br,1
579-13-5,pr,CCC1C=CC=CCC(C)C(O)C(C)(O)C(=O)C(C)C(O)C(C)C(=O)C(C)C(O)C(C)C=CC(=O)OC2C(C)C(CC1)OC1(CCC(C)C(CC(C)O)O1)C2C,1
584-33-8,n,Oc1cc(Cl)c(Cl)c(Cl)c1Cc1c(O)cc(Cl)c(Cl)c1Cl,1
594-67-2,n,IC(I)C(I)(I)I,1
596-49-6,pr,CCN(CC)c1ccc(cc1)C(O)(c1ccc(cc1)N(CC)CC)c1ccc(cc1)N(CC)CC,1
596-85-0,n,C=CC(C)(O)CCC1C(=C)CCC2C(C)(C)CCCC12C,1
601-53-6,pr,CC(C)CCCC(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,1
601-54-7,pr,CC(C)CCCC(C)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,1
601-57-0,pr,CC(C)CCCC(C)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1
603-48-5,pr,CN(C)c1ccc(cc1)C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C,1
604-81-9,n,Cc1cccc2cc3c(ccc4ccccc34)c(C)c12,1
606-07-5,n,CCc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1
608-71-9,pr,Brc1c(O)c(Br)c(Br)c(Br)c1Br,1
608-90-2,n,Brc1cc(Br)c(Br)c(Br)c1Br,1
608-93-5,pr,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,1
608-96-8,n,Ic1cc(I)c(I)c(I)c1I,1
626-39-1,pr,Brc1cc(Br)cc(Br)c1,1
630-56-8,pr,CCCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(=O)C,1
630-88-6,pr,Clc1ccc2c(c1)Oc1cc(Cl)ccc1C12OC(=O)c2ccccc12,1
632-79-1,r,O=C1OC(=O)c2c1c(Br)c(Br)c(Br)c2Br,1
632-80-4,n,O=C1OC(=O)c2c1c(I)c(I)c(I)c2I,1
634-66-2,pr,Clc1ccc(Cl)c(Cl)c1Cl,1
634-68-4,n,Ic1ccc(I)c(I)c1I,1
634-89-9,n,Brc1cc(Br)c(Br)c(Br)c1,1
634-92-4,n,Ic1cc(I)c(I)c(I)c1,1
636-28-2,pr,Brc1cc(Br)c(Br)cc1Br,1
636-31-7,n,Ic1cc(I)c(I)cc1I,1
639-44-1,pr,Oc1ccc(cc1)C1(OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c12)c1ccc(O)cc1,1
652-04-0,n,Cc1cc2ccc3ccccc3c2c2ccccc12,1
678-39-7,pr,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
732-26-3,r,Oc1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)(C)C,1
737-20-2,n,Fc1c(F)c(F)c2c(c1F)c(F)c(F)c(c2F)C(Cl)(Cl)Cl,1
748-97-0,pr,CCC(c1ccccc1)C(O)(c1ccc(OCCN(C)C)cc1)c1ccccc1,1
750-59-4,n,OCC12CCC(O)(CC1=CCC1C3CCC(C(C)CCCC(C)C)C3(C)CCC21)C(=O)C,1
754-91-6,pr,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
789-02-6,pr,Clc1ccc(cc1)C(c1ccccc1Cl)C(Cl)(Cl)Cl,1
791-50-4,n,FC(F)(F)C1(SC(S1)(C(F)(F)F)C(F)(F)F)C(F)(F)F,1
794-00-3,n,Cc1c2cc(F)c3ccccc3c2c(C)c2ccccc12,1
812-58-8,n,FC(F)(C(F)(F)Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,1
828-26-2,pr,CC1(C)SC(C)(C)SC(C)(C)S1,1
846-35-5,n,C1CCC2C(C1)SCC1C2NC2CCC3CCCCC3C12,1
848-62-4,n,CC(=O)C1CCC2C3CCC4CCCCC4(C)C3CCC12C,1
860-07-1,n,Brc1cc(cc(Br)c1O)C1(OC(=O)c2ccccc12)c1cc(Br)c(O)c(Br)c1,1
863-40-1,n,CC(C)CCCC(C)C1CCC2C3=CC(=O)C4CC(CCC4(C)C3(O)CCC12C)OC(=O)C,1
865-77-0,pr,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,1
865-86-1,pr,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
877-09-8,pr,Cc1c(Cl)c(C)c(Cl)c(Cl)c1Cl,1
877-10-1,pr,Cc1c(Cl)c(Cl)c(C)c(Cl)c1Cl,1
877-11-2,n,Clc1c(C)c(Cl)c(Cl)c(Cl)c1Cl,1
881-99-2,pr,ClC(Cl)(Cl)c1cccc(c1)C(Cl)(Cl)Cl,1
911-45-5,pr,CCN(CC)CCOc1ccc(cc1)C(=C(Cl)c1ccccc1)c1ccccc1,1
915-30-0,pr,CCOC(=O)C1(CCN(CC1)CCC(C#N)(c1ccccc1)c1ccccc1)c1ccccc1,1
915-35-5,pr,CC(=O)OC1CCC2(C)C(CCC3C2CC(=O)C2(C)C3CC3OC4(CCCCO4)C(C)C23)C1,1
915-76-4,pr,FC(F)(C(F)(F)F)C(F)(F)c1nc(nc(n1)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,1
918-22-9,n,FC(F)(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,1
961-38-6,pr,Nc1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)(C)C,1
962-32-3,n,c1ccc2cc3c4Oc4c4ccccc4c3cc2c1,1
963-89-3,n,Cc1ccc2nc3c4ccccc4ccc3c(C)c2c1,1
966-48-3,n,COc1cc2c(C)c3ccccc3cc2c2ccccc12,1
981-41-9,n,Clc1ccccc1CNCC1CCC21CCC2CNCc1ccccc1Cl,1
982-06-9,pr,CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C3CC(=C2C(=O)C)C)C1,1
984-84-9,n,CC(C)CCCC(C)C1CCC2C3CC(=O)C4=CC(=O)CCC4(C)C3CCC12C,1
1057-07-4,pr,O=C1CCC2(C)C(CCC3C4CCC(OC(=O)c5ccccc5)C4(C)CCC23)C1,1
1061-54-7,pr,CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C3CC3OC4(CCCCO4)C(C)C23)C1,1
1079-17-0,pr,ClCc1c(Cl)c(Cl)c(CCl)c(Cl)c1Cl,1
1084-98-6,n,Clc1ccc2Cc3ccc(Cl)cc3N=Nc2c1,1
1104-21-8,pr,CN(C)c1ccc(cc1)P(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C,1
1106-13-4,n,COCC12CCC(O)CC1=CCC1C3CCC(C(C)CCCC(C)C)C3(C)CCC21,1
1107-00-2,pr,O=C1OC(=O)c2cc(ccc12)C(c1ccc2C(=O)OC(=O)c2c1)(C(F)(F)F)C(F)(F)F,1
1107-90-0,n,O=CC12CCC(OC(=O)C)CC1=CCC1C3CCC(C(C)CCCC(C)C)C3(C)CCC21,1
1109-85-9,n,COc1ccc2CC3N(CCc4ccccc4)CCC4(CCCCC34)c2c1,1
1133-57-9,pr,ClCc1c(Cl)c(CCl)c(Cl)c(Cl)c1Cl,1
1154-59-2,pr,Clc1cc(Cl)c(O)c(c1)C(=O)Nc1ccc(Cl)c(Cl)c1,1
1159-53-1,pr,Cc1ccc(cc1)N(c1ccc(C)cc1)c1ccc(C)cc1,1
1159-54-2,pr,Clc1ccc(cc1)P(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1
1170-80-5,n,CN(CC1CCC(CC1)CN(C)Cc1ccccc1)Cc1ccccc1,1
1172-08-3,n,CN(C)C1CCC2(C)C(CCC3C4CCC(C(C)N(C)C)C4(C)CCC23)C1,1
1173-30-4,n,COC(=O)CCC(C)C1CCC2C3CCC4CCCCC4(C)C3CC(=O)C12C,1
1173-32-6,n,COC(=O)CCC(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,1
1175-06-0,pr,CC(C)CCCC(C)C1CCC2C3CC(=O)C4CC(O)CCC4(C)C3CCC12C,1
1176-74-5,pr,CCOC(=O)c1ccccc1C(=C1C=C(Br)C(=O)C(=C1)Br)c1cc(Br)c(O)c(Br)c1,1
1177-74-8,n,CC(=O)C1CCC2(C)C1CCC1(C)C2CCC2C3(C)CCC(=O)C(C)(C)C3CCC12C,1
1178-60-5,n,CC(=O)OC1(CCC2C3CC=C4C=C(CCC4(C)C3CCC12C)OC1CCCC1)C(=O)C,1
1181-86-8,n,CC1CCC2(OC3CC4C5CCC6CC(CCC6(C)C5CCC4(C)C3C2C)OC(=O)C)N(C1)C(=O)C,1
1227-93-6,n,C=CC1(C)CCC2C(C)(CCC3C(C)(C)CCCC23C)O1,1
1234-22-6,n,C1CCCN(CC1)CC1CCC(CC1)CN1CCCCCC1,1
1235-74-1,n,COC(=O)C1(C)CCCC2(C)c3ccc(cc3CCC12)C(C)C,1
1235-78-5,n,O=C1C=C(C)C2(O1)CC1C(C)(CCC3C(C)(C)CCCC13C)O2,1
1245-82-5,n,Brc1ccccc1CNCC1CCC(CNCc2ccccc2Br)CC1,1
1245-84-7,n,Clc1ccccc1CNCC1CCC(CNCc2ccccc2Cl)CC1,1
1246-01-1,n,CC(C)(C)CC(C)(C)NCC1CCC(CC1)CNC(C)(C)CC(C)(C)C,1
1246-02-2,n,Brc1ccc(CNCC2CCC(CNCc3ccc(Br)cc3)CC2)cc1,1
1246-03-3,n,Clc1ccc(CNCC2CCC(CNCc3ccc(Cl)cc3)CC2)cc1,1
1246-10-2,n,Clc1cccc(CNCC2CCC(CNCc3cccc(Cl)c3)CC2)c1,1
1250-44-8,n,Clc1cccc(Cl)c1CNCC1CCC(CNCc2c(Cl)cccc2Cl)CC1,1
1250-77-7,n,Clc1ccc(CNCC2CCC(CNCc3ccc(Cl)c(Cl)c3)CC2)cc1Cl,1
1253-62-9,n,COC(=O)C1C2CCC(C(C)CCCC(C)C)C2(C)CCC1C1(C)CCCCC1=O,1
1253-84-5,n,CC(C)CCCC(C)C1CCC2C3CC(O)C4(O)CC(O)CCC4(C)C3CCC12C,1
1254-80-4,n,CN(C)c1ccc(CNCC2CCC(CNCc3ccc(cc3)N(C)C)CC2)cc1,1
1255-49-8,pr,O=C(CCc1ccccc1)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1
1256-21-9,n,COC(=O)C=CC(=CC=CC=C(C)C=CC=C(C)C=CC1(O)C(C)(C)CCCC1(C)O)C,1
1256-83-3,n,CC(C)CCCC(C)C1CCC2C3CC(=O)C4CC(CCC4(C)C3CCC12C)OC(=O)C,1
1257-17-6,n,FC(F)(F)c1ccccc1CNCC1CCC(CNCc2ccccc2C(F)(F)F)CC1,1
1261-86-5,n,CN(C)c1ccc(cc1)C(=C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C,1
1301-20-8,n,Brc1cc(cc(Br)c1O)C1(OC(=O)c2ccccc12)c1cc(Br)c(O)c(Br)c1,1
1319-80-8,n,C=C1C2(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(C1(C)C)C2(Cl)Cl,1
1320-15-6,pr,CC(C)CCCCCOC(=O)CCCOc1ccc(Cl)cc1Cl,1
1322-38-9,n,Brc1cccc(c1)NC(=O)c1cc(Br)cc(Br)c1O,1
1325-85-5,pr,CN(C)c1ccc(cc1)C(O)(c1ccc(cc1)N(C)C)c1ccc(N(C)c2ccccc2)c2ccccc12,1
1325-86-6,pr,CCNc1ccc(c2ccccc12)C(O)(c1ccc(cc1)N(CC)CC)c1ccc(cc1)N(CC)CC,1
1326-05-2,pr,Brc1cc2c(Oc3c(Br)c(O)c(Br)cc3C32OC(=O)c2ccccc32)c(Br)c1O,1
1326-49-4,pr,Cc1cc2sc(nc2c(S)c1N)c1cc2sc(nc2c(S)c1N)c1cc2scnc2c(S)c1N,1
1424-21-1,n,N#CC12CCC3C4CCC(C(C)CCCC(C)C)C4(C)CCC3C2(C)CCC(=O)C1,1
1434-14-6,n,CC12CCC3(OCCO3)CC1CCC1C2CCC2(C)CCCC12,1
1434-36-2,n,CC12CCCCC1CC1(OCCO1)C1C2CCC2(C)CCCC12,1
1438-58-0,n,COC(=O)CC1(C)CCC2(O1)C(=CCC1C(C)(C)CCCC21C)C,1
1438-62-6,n,C=CC(C)(O)CCC1C(=C)CCC2C(C)(C)CCCC12C,1
1438-66-0,n,C=CC(C)(O)CCC1C(=C)CC(O)C2C(C)(C)CCCC12C,1
1440-97-7,n,Clc1c(OP(=S)(N(C)C)N(C)C)c(Cl)c(Cl)c(Cl)c1Cl,1
1446-61-3,pr,NCC1(C)CCCC2(C)c3ccc(cc3CCC12)C(C)C,1
1446-85-1,n,Clc1ccc(CNCC2CCC(CNCc3ccc(Cl)cc3Cl)CC2)c(Cl)c1,1
1446-86-2,n,Brc1ccccc1CNCC1CCC(CNCc2ccccc2Br)CC1,1
1448-74-4,n,CC1=C(C)C2(C)C1(C)C1(C)C(=C(C)C21C)C,1
1452-33-1,n,COC(=O)CCC(C)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1
1452-34-2,n,CC(C)CCCC(C)C1CCC2C3CCC4CC(=O)C(Br)CC4(C)C3CCC12C,1
1459-11-6,n,CC(C)(C)c1cc(ccc1C(C)(C)C)C(C)(C)C,1
1460-02-2,pr,CC(C)(C)c1cc(cc(c1)C(C)(C)C)C(C)(C)C,1
1477-44-7,n,COC(=O)C1(C)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1,1
1483-74-5,n,OC(C#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,1
1485-92-3,n,CN1c2ccccc2C(C)(C)C21C=Cc1ccccc1O2,1
1492-54-2,n,Cc1cc2cc3cc4ccc5ccccc5c4nc3c3ccc4cccc1c4c23,1
1492-55-3,n,Cc1c2cc3ccc4cccc5ccc(c2nc2ccc6ccccc6c12)c3c45,1
1498-88-0,pr,O=N(=O)c1ccc2OC3(C=Cc2c1)N(C)c1ccccc1C3(C)C,1
1498-89-1,pr,COc1cc(cc2C=CC3(Oc12)N(C)c1ccccc1C3(C)C)N(=O)=O,1
1506-15-6,pr,COc1cc2c(Cl)c(Cl)c(Cl)c(Cl)c2c(Cl)c1Cl,1
1522-88-9,n,ICC(CI)(CI)CI,1
1544-19-0,pr,FC(F)C(F)(F)Oc1ccc(cc1)C(C)(C)c1ccc(cc1)OC(F)(F)C(F)F,1
1549-15-1,n,O=C(OC1CCC2C3CCc4cc(ccc4C3CCC12C)OC(=O)C(F)(F)F)C(F)(F)F,1
1564-70-1,pr,Cc1ccccc1Nc1cc(Br)c(N)c2C(=O)c3ccccc3C(=O)c12,1
1568-80-5,n,Oc1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccc(O)cc12,1
1582-09-8,pr,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,1
1601-20-3,n,COc1ccc2c(c1)c(CC(=O)OC(C)(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,1
1646-54-4,n,Brc1c(C)c(C)c(Br)c(C)c1C,1
1674-48-2,n,COc1cc(cc(OC)c1OC)C(=O)OCCN1CCNCC1CCCN1c2ccccc2Sc2ccc(Cl)cc12,1
1675-46-3,pr,ClCCCN1c2cc(ccc2Sc2ccccc12)C(F)(F)F,1
1679-02-3,pr,Cc1ccc2ccc3c(ccc4c3ccc3c(C)cccc43)c2c1,1
1682-31-1,pr,ICCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
1686-54-0,n,COC(=O)C1(C)CCCC2(C)C3CCC(C)(C=C)C=C3CCC12,1
1686-56-2,n,C=CC1(C)CCC2C(=C1)CCC1C(C)(C)CCCC21C,1
1686-59-5,n,C=CC1(C)CCC2C(=C1)CCC1C(C)(CO)CCCC21C,1
1686-62-0,n,COC(=O)C1(C)CCCC2(C)C3CCC(C)(C=C)CC3=CCC12,1
1686-64-2,n,C=CC1(C)CCC2C(=CCC3C(C)(CO)CCCC23C)C1,1
1686-66-4,n,C=CC1(C)CCC2C(=CCC3C(C)(C)CCCC23C)C1,1
1686-67-5,n,C=CC1(C)CCC2(C)C(CC=C3C2CCCC3(C)C)C1,1
1691-99-2,pr,OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
1705-84-6,n,Cc1ccc2c(c1)c1ccccc1c1ccccc21,1
1705-85-7,pr,Cc1cc2c(ccc3ccccc23)c2ccccc12,1
1715-40-8,pr,BrCC1CC2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl,1
1721-58-0,n,COC(=O)C12CCC(C)(C)CC2C2=CCC3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C2(C)CC1,1
1724-17-0,pr,COC(=O)C12CCC(C)(C)CC2C2=CCC3C4(C)CCC(O)C(C)(C)C4CCC3(C)C2(C)CC1,1
1735-48-4,pr,FC(F)(F)C(F)(C(F)(C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1
1757-18-2,n,CCOP(=S)(OCC)OC(=CCl)c1cc(Cl)ccc1Cl,1
1764-39-2,n,Fc1cc2ccccc2c2cc3ccc4ccccc4c3cc12,1
1770-80-5,pr,CCCCOC(=O)C1C(C(=O)OCCCC)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl,1
1778-87-6,n,CC12CCCCC1CCC1C2CCC2(C)CC3(OCCO3)CC12,1
1800-91-5,pr,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,1
1821-66-5,n,CC(=O)OC1CC2(C)C(CC(O)C3C(CCC23C)C2(C)CCCC(C)(C)O2)C2(C)CCC(OC(=O)C)C(C)(C)C12,1
1825-19-0,pr,CSc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1
1825-21-4,n,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1
1841-19-6,pr,Fc1ccc(cc1)C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,1
1841-46-9,pr,CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,1
1869-77-8,pr,CCOC(=O)CN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
1871-22-3,pr,COc1cc(ccc1n1nc(n[n]1c1ccccc1)c1ccccc1)c1ccc(c(OC)c1)n1nc(n[n]1c1ccccc1)c1ccccc1,1
1877-12-9,n,CN(Cc1ccccc1Cl)C1CC2CCC1CC2N(C)Cc1ccccc1Cl,1
1881-75-0,n,Fc1ccc2cc3c4ccccc4ccc3c(C)c2c1,1
1881-76-1,n,Fc1ccc2c(c1)cc1c(ccc3ccccc13)c2C,1
1890-47-7,n,FC1CC(C2CC3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl)C1(F)F,1
1893-52-3,pr,C=CC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
1940-20-1,n,Oc1c(Cc2c(O)c(Cl)cc(Cl)c2Cl)cc(Cl)c(Cl)c1Cl,1
1949-07-1,pr,CN1CCN(CC1)C(=O)CC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1
1996-88-9,pr,O=C(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=C)C,1
2023-61-2,n,Cc1c2cccc(F)c2c(C)c2c1ccc1ccccc21,1
2026-24-6,pr,NCC1(C)CCCC2(C)c3ccc(cc3CCC12)C(C)C,1
2034-94-8,pr,O=C(CCC1CCCCC1)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1
2043-52-9,pr,ICCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
2043-53-0,pr,ICCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
2043-57-4,i,ICCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
2047-30-5,n,CN(C)CCCC1c2ccccc2CCc2ccc(Cl)cc12,1
2051-24-3,pr,Clc1c(Cl)c(Cl)c(Cl)c(c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1
2056-21-5,n,Clc1ccccc1CNCCCCCCNCc1ccccc1Cl,1
2056-23-7,n,Clc1ccccc1CNCCCCCCCCCNCc1ccccc1Cl,1
2061-86-1,pr,CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C3CCC2(C)OC(=O)C)C1,1
2062-78-4,pr,Fc1ccc(cc1)C(CCCN1CCC(CC1)n1c(=O)[nH]c2ccccc12)c1ccc(F)cc1,1
2066-10-6,n,CC(C)CCCC(C)C1CCC2C3CCC4=C(O)C(=O)CCC4(C)C3CCC12C,1
2077-80-7,n,CC(NCc1ccccc1Cl)C1CCC(CC1)C(C)NCc1ccccc1Cl,1
2082-40-8,n,CCOP(=S)(OCC)OC(=CCl)c1ccc(Cl)cc1Br,1
2088-71-3,pr,O=C1CCC2(C)C(=C1)CCC1C3CCC(OC(=O)c4ccccc4)C3(C)CCC21,1
2089-46-5,n,Oc1c(CN2CCCCC2)cc(cc1CN1CCCCC1)C(C)(C)c1ccccc1,1
2094-98-6,pr,N#CC1(CCCCC1)N=NC1(C#N)CCCCC1,1
2104-96-3,pr,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,1
2109-12-8,pr,Cc1c(I)cc(I)c(O)c1I,1
2136-95-0,n,Clc1c(Cl)c(C(Cl)Cl)c(Cl)c(Cl)c1Cl,1
2144-53-8,i,O=C(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=C)C,1
2169-39-3,n,CN(CC1CCCCC1)C1CC2CCC1CC2N(C)CC1CCCCC1,1
2172-49-8,pr,Clc1ccc(cc1)C(CC(=O)Cl)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1
2172-51-2,pr,N#CCC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1
2174-13-2,pr,ON=C(C)C1=CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OC(=O)C,1
2179-89-7,n,c1ccc(cc1)N1CCN(c2ccccc2)C1=C1N(CCN1c1ccccc1)c1ccccc1,1
2192-60-1,n,O=C1CCC2C3CCc4cc(ccc4C3CCC12C)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,1
2204-14-0,n,COC(=O)CCC(C)C1CCC2C3CCC4CCCCC4(C)C3CCC12C,1
2227-13-6,pr,Clc1ccc(cc1)Sc1cc(Cl)c(Cl)cc1Cl,1
2227-17-0,pr,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C1(Cl)C(=C(Cl)C(=C1Cl)Cl)Cl,1
2229-43-8,n,Clc1ccccc1CNC1CCC(CC1)NCc1ccccc1Cl,1
2233-44-5,n,COc1ccc2cc1Oc1cc3c(CCN(C)C3Cc3ccc(cc3)Oc3c4c(CCN(C)C4C2)cc(OC)c3OC)cc1OC,1
2243-09-6,n,CC(C)CCCC(C)C1CCC2C3CC(=O)C4CC(=O)CCC4(C)C3CCC12C,1
2256-06-6,n,Clc1ccc(cc1)C(CCC(=O)c1ccc(F)cc1)C1CCCN1C(=O)N1CCCCC1,1
2259-06-5,pr,COC(=O)C12CCC(C(=C)C)C2C2CCC3C4(C)CCC(O)C(C)(C)C4CCC3(C)C2(C)CC1,1
2263-09-4,pr,CCCCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
2272-28-8,n,Clc1ccccc1Nc1nc(nc(n1)Nc1ccccc1Cl)Nc1ccccc1Cl,1
2277-92-1,pr,Clc1cc(NC(=O)c2c(O)c(Cl)cc(Cl)c2Cl)c(O)c(Cl)c1,1
2277-94-3,n,Clc1ccccc1CNC1CC2CCC1CC2NCc1ccccc1Cl,1
2319-96-2,n,Cc1cc2cc3ccccc3cc2c2ccccc12,1
2357-60-0,pr,CCCN(CCOC(=O)C=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
2378-77-0,n,Clc1ccccc1CNC1CCC(CC1)NCc1ccccc1Cl,1
2378-79-2,n,Clc1ccccc1CNCC1CCC(=CC1)CNCc1ccccc1Cl,1
2378-80-5,n,Clc1ccccc1CNCC1CCCC(CNCc2ccccc2Cl)C1,1
2379-75-1,pr,Cc1c(Cl)cc(C)c2SC(=C3Sc4c(C)cc(Cl)c(C)c4C3=O)C(=O)c12,1
2379-77-3,pr,Clc1ccc(cc1)[N]1=C(=O)C2=CC=C3C4C(=C5C=CC6=C(=O)[N](=C(=O)C7=CC=C3C5C67)c3ccc(Cl)cc3)C=CC(=C1=O)C24,1
2381-15-9,n,Cc1ccc2cc3ccc4ccccc4c3cc2c1,1
2381-16-0,n,Cc1ccc2cc3c(ccc4ccccc34)cc2c1,1
2381-19-3,n,Cc1ccc2c(ccc3ccc4ccccc4c23)c1,1
2381-31-9,n,Cc1cccc2cc3c(ccc4ccccc34)cc12,1
2381-34-2,n,Cc1cc2ccccc2c2c1ccc1ccccc21,1
2381-39-7,pr,Cc1c2ccccc2c2ccc3cccc4ccc1c2c34,1
2381-40-0,n,Cc1ccc2c(c1)nc1c(ccc3ccccc13)c2C,1
2390-22-9,pr,CN1CCN(CC1)C(=O)CC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1
2397-00-4,pr,Cc1ccc2oc(nc2c1)c1ccc(C=Cc2ccc(cc2)c2oc3ccc(C)cc3n2)cc1,1
2411-01-0,n,CCCCCCC(C)C(Cl)(CC)C(=O)Oc1ccc(cc1N(=O)=O)N(=O)=O,1
2422-79-9,n,Cc1c2ccccc2cc2ccc3ccccc3c12,1
2475-31-2,pr,Brc1cc(Br)c2NC(=C3Nc4c(Br)cc(Br)cc4C3=O)C(=O)c2c1,1
2477-23-8,n,CN(Cc1ccccc1C(F)(F)F)C1CC2CCC1CC2N(C)Cc1ccccc1C(F)(F)F,1
2477-24-9,n,CN(C1CCCCC1)C1CC2CCC1CC2N(C)C1CCCCC1,1
2481-91-6,pr,N#N=C1C=Cc2c(cccc2S(=O)(=O)Oc2ccc3ccccc3c2Cc2c(O)ccc3ccccc23)C1=O,1
2482-68-0,n,ClC(=C(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1
