CAS,R,SMILES,PBT_label
2498-63-7,n,Cc1c2cc(F)c3ccccc3c2cc2ccccc12,1
2498-75-1,n,Cc1ccc2c(ccc3cc4ccccc4cc23)c1,1
2498-76-2,n,Cc1ccc2ccc3cc4ccccc4cc3c2c1,1
2498-77-3,n,Cc1cccc2ccc3cc4ccccc4cc3c12,1
2516-50-9,n,CC(C)CCCC(C)C1CCC2C3CCC4CC(=O)C(Cl)CC4(C)C3CCC12C,1
2517-98-8,n,CC(=O)OCc1c2ccccc2c(C)c2c1ccc1ccccc21,1
2530-07-6,pr,CC1CCC2(OC1)OC1CC3C4CCC5CC(CCC5(C)C4CCC3(C)C1C2C)OC(=O)C,1
2541-68-6,n,Fc1cc2ccccc2c2cc3ccccc3c(C)c12,1
2541-69-7,pr,Cc1c2ccc3ccccc3c2cc2ccccc12,1
2550-75-6,n,ClCC1C(CCl)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl,1
2553-71-1,pr,Oc1cc(Cl)c(c(Br)c1)C1(c2c(Cl)cc(O)cc2Br)c2ccccc2OS1(=O)=O,1
2589-15-3,n,ClC1CCC2C1C1(Cl)C(=C(Cl)C2(Cl)C1(Cl)Cl)Cl,1
2606-85-1,n,Cc1ccc2ccc3ccc4ccccc4c3c2c1,1
2606-87-3,n,Cc1c2cc(F)c3ccccc3c2cc2ccccc12,1
2642-80-0,n,ClCC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1
2649-76-5,r,CCOC1=CC2=CCC3C(CCC4(C)C3CCC34CCC(=O)O3)C2(C)CC1,1
2652-25-7,n,COc1ccc(cc1)C12Oc3cc(ccc3C(c3cccc(OC)c3O1)C2C)OC(=O)C,1
2691-45-4,pr,CCN(CC)CCOc1ccc(cc1)C(CC)C(CC)c1ccc(OCCN(CC)CC)cc1,1
2697-92-9,pr,O=C(OCC1CCCCC1)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1
2716-12-3,n,Nc1c(C)cc(cc1C)C(C)(C)c1ccc(cc1)C(C)(C)c1cc(C)c(N)c(C)c1,1
2716-13-4,n,CNc1ccc(cc1)C(C)(C)c1ccc(cc1)C(C)(C)c1ccc(NC)cc1,1
2720-17-4,n,CCP(=S)(OC)OCc1cc(Cl)c(Br)cc1Cl,1
2720-18-5,n,CC(C)OP(=S)(C)Oc1cc(Cl)c(Br)cc1Cl,1
2720-19-6,n,CCP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,1
2732-58-3,pr,CCc1cc2c(ccc3ccccc23)c2ccccc12,1
2744-50-5,pr,CC(C)COC(=O)c1ccc2c3c(cccc13)c1ccc(C(=O)OCC(C)C)c3cccc2c13,1
2765-59-5,pr,ClCCCN1c2ccccc2Sc2ccc(Cl)cc12,1
2802-19-9,pr,CCOC1=CC2=C(CC3C(CCC4(C)C3CCC4(OC(=O)C)C(=O)C)C2(C)CC1)C(F)(F)F,1
2810-69-7,n,Cc1c(C)c(Br)c(Br)c(Br)c1Br,1
2869-09-2,n,Cc1ccc2c(c1)c1cccc3ccc4c(c2cc2ccccc42)c13,1
2869-10-5,n,Cc1ccc2c(c1)c1cc3ccccc3c3ccc4cccc2c4c13,1
2869-12-7,n,c1ccc2cc3ccc4c5ccccc5cc5ccc(c2c1)c3c45,1
2869-59-2,n,O=Cc1c2ccccc2c2c3c1ccc1cccc(c4ccccc24)c31,1
2869-60-5,n,Cc1c2ccccc2c2c3ccccc3c3cccc4ccc1c2c34,1
2871-91-2,n,Cc1cccc2c3ccccc3c3ccccc3c12,1
2872-08-4,pr,Cc1cc(O)c(cc1Cc1cc(c(O)cc1C)C(C)(C)C)C(C)(C)C,1
2879-66-5,n,c1ccc(cc1)N(CCN(c1ccccc1)c1ccccc1)c1ccccc1,1
2888-15-5,pr,Clc1cc(Cl)c(Cl)cc1Cc1cc(Cl)c(Cl)cc1Cl,1
2899-02-7,n,Clc1cc(Cl)c(c(Cl)c1)N(Cl)C(=O)N(Cl)c1c(Cl)cc(Cl)cc1Cl,1
2938-06-9,n,CN(C)c1ccc(cc1)C(Cl)(c1ccccc1)c1ccc(cc1)N(C)C,1
2948-20-1,n,ClCCC(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1
2990-17-2,n,Brc1ccc(cc1)C(c1ccc(Br)cc1)C(Cl)(Cl)Cl,1
2997-45-7,n,c1ccc2cc3c4c(cc5ccccc5c4c2c1)c1ccccc31,1
3000-39-3,pr,C#CC1(CCC2C3CC=C4C=C(CCC4C3CCC12C)OC1CCCC1)OC(=O)C,1
3010-80-8,pr,Clc1ccc(cc1)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1
3021-63-4,n,FC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1
3022-16-0,pr,ClCc1c(C)c(C)c(CCl)c(C)c1C,1
3050-42-8,n,ClC(=C(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl)Cl,1
3065-23-4,pr,O=C(OCc1ccccc1)NC(C(C)C)C(=O)Oc1cc(Cl)c(Cl)cc1Cl,1
3065-27-8,pr,O=C(OCc1ccccc1)NC(Cc1ccccc1)C(=O)Oc1cc(Cl)c(Cl)cc1Cl,1
3076-87-7,pr,COc1ccc(cc1)C(=O)Nc1ccc(O)c2C(=O)c3c(ccc(O)c3C(=O)c12)NC(=O)c1ccc(OC)cc1,1
3091-37-0,n,CON=C1CCC2(C)C(CCC3C2CCC2(C)C3CCC2C(=NOC)C)C1,1
3095-73-6,pr,BrCc1c(CBr)c(CBr)c(CBr)c(CBr)c1CBr,1
3108-24-5,pr,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
3114-54-3,n,Clc1ccc(cc1)c1nc(nc(n1)c1ccc(Cl)cc1)c1ccc(Cl)cc1,1
3137-73-3,pr,CC(=O)OC1(CCC2C3CC(C)C4=CCCCC4(C)C3CCC12C)C(=O)C,1
3182-02-3,pr,Clc1ccc(NC2=NN(C(=O)C2)c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,1
3186-23-0,n,BrC1CCC2C1C1(Cl)C(=C(Cl)C2(Cl)C1(Cl)Cl)Cl,1
3194-55-6,pr,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,1
3224-82-6,n,Clc1ccc(cc1)C(C(Cl)Cl)c1ccccc1Cl,1
3227-26-7,n,CCCN1C(=S)N(C)C(=CC=c2n(CC)c3cc(Cl)c(Cl)cc3n2CC)C1=O,1
3232-62-0,pr,C=CCOC(=O)C1C(C(=O)OCC=C)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl,1
3247-00-5,pr,Cc1ccc(cc1)C(O)(c1ccc(C)cc1)c1ccc(C)cc1,1
3253-69-8,n,COC(=O)CCC(C)C1CCC2C3CCC4CC(CCC4(C)C3CCC12C)OC(=O)C,1
3254-79-3,n,COC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,1
3268-87-9,n,Clc1c2Oc3c(Oc2c(Cl)c(Cl)c1Cl)c(Cl)c(Cl)c(Cl)c3Cl,1
3271-22-5,pr,COc1nc(OC)nc(n1)c1ccc2ccc3cccc4ccc1c2c34,1
3271-76-9,pr,O=C1=C2C=CC=CC2c2ccc3[NH]=C4C(=CC=C5C4C(=O)c4ccccc4C5=O)C4C=CC1c2c34,1
3278-89-5,pr,C=CCOc1c(Br)cc(Br)cc1Br,1
3285-87-8,pr,CCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C3CC=C2C(=O)C)C1,1
3308-64-3,n,OC1Cc2c3c(ccc(C)c13)cc1c3ccccc3ccc21,1
3311-99-7,pr,ClCCCC(c1ccc(F)cc1)c1ccccc1,1
3312-04-7,pr,ClCCCC(c1ccc(F)cc1)c1ccc(F)cc1,1
3330-16-3,n,FC(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,1
3342-98-1,n,OC1Cc2c(C)ccc3cc4c5ccccc5ccc4c1c23,1
3343-10-0,n,Cc1ccc2cc3c4ccccc4ccc3c3C=Cc1c23,1
3347-60-2,n,CC(C)CCCC(C)C1CCC2C3CCC4(O)CC(O)CCC4(C)C3CCC12C,1
3351-28-8,pr,Cc1cccc2c3ccc4ccccc4c3ccc12,1
3351-30-2,n,Cc1cccc2ccc3c4ccccc4ccc3c12,1
3351-31-3,n,Cc1ccc2ccc3c(ccc4ccccc34)c2c1,1
3351-32-4,n,Cc1ccc2c(ccc3c4ccccc4ccc23)c1,1
3354-14-1,n,C=CCc1ccc(OCc2nc3ccccc3c(=O)n2c2ccccc2C)c(OC)c1,1
3371-85-5,pr,COC(=O)[C@@H]1[C@@H]2C[C@@H](c3cc4[nH]c5c(CCN6C[C@H]7C[C@H](CC)[C@H]6[C@]5(C7)C(=O)OC)c4cc3OC)c3[nH]c4ccccc4c3C[C@H]1N(C)C\C\2=C\C,1
3386-00-3,pr,CC12CCC3(OCCO3)CC1=CCC1C2CCC2(C)C1CCC2(O)C1(C)OCCO1,1
3389-71-7,pr,ClC1=C(Cl)C2(Cl)C=CC1(Cl)C2(Cl)Cl,1
3416-26-0,pr,Fc1ccc(cc1)C(CCCN1CCN(CC1)CC(=O)Nc1c(C)cccc1C)c1ccc(F)cc1,1
3424-82-6,pr,Clc1ccc(cc1)C(=C(Cl)Cl)c1ccccc1Cl,1
3432-14-2,n,CC(C)CCCCCCCCCCCCCCC(=O)NCCCN(C)C,1
3464-60-6,pr,CC(C)CCCC(C)C1CCC2C3C=CC4=CC(=O)C=CC4(C)C3CCC12C,1
3486-08-6,pr,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,1
3513-93-7,n,ClC(Cl)C1CC2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl,1
3518-01-2,n,Cc1cccc2nc3c(ccc4ccccc34)c(C)c12,1
3518-03-4,n,Cc1ccc2nc3c(cc2c1)cc(C)c1ccccc31,1
3518-04-5,n,Cc1ccc2cc3cc(C)c4ccccc4c3nc2c1,1
3518-06-7,n,CCc1cc(CC)cc2cc3ccc4ccccc4c3nc12,1
3518-07-8,n,CCc1cc(CC)c2nc3ccc4ccccc4c3cc2c1,1
3518-08-9,n,CCc1cc2ccccc2c2nc3cc(C)cc(CC)c3cc12,1
3518-09-0,n,CCc1cc(CC)c2nc3ccc4ccccc4c3c(C)c2c1,1
3518-10-3,n,CCc1cc(CC)c2cc3c(CC)cc4ccccc4c3nc2c1,1
3555-11-1,pr,C=CCOc1c(Br)c(Br)c(Br)c(Br)c1Br,1
3562-03-6,pr,O=C(OCc1ccccc1)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)Oc1ccc(cc1)N(=O)=O,1
3563-45-9,n,Clc1ccc(cc1)C(Cl)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,1
3564-54-3,n,CC12CCC3C(CCC4C(C)(C)CCCC34C)(C=C1)C2,1
3565-72-8,n,Brc1ccc(cc1)C(C)(OCCc1ccccc1)N(C)C,1
3576-47-4,n,CCN(CC)CCCN1c2ccccc2Sc2ccccc12,1
3582-25-0,n,COC(=O)C1(C)CCCC2(C)C3=C(CCC12)CC(C)(CC)CC3,1
3582-26-1,n,COC(=O)C1(C)CCCC2(C)C3=C(CCC12)CC(C)(C=C)CC3,1
3582-27-2,n,COC(=O)C1(C)CCCC2(C)C3CCC(C)(CC)C=C3CCC12,1
3589-22-8,n,CN(C)CCCN1c2cc(Cl)ccc2CCc2ccc(Cl)cc12,1
3589-23-9,n,CN(C)CCCN1c2cc(Cl)ccc2C=Cc2ccc(Cl)cc12,1
3593-85-9,pr,CCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C3CCC2(C)OC(=O)CC)C1,1
3599-75-5,n,Clc1ccc(cc1)Nc1nc(nc(n1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1
3602-57-1,n,CCc1cc(CC)c2nc3ccc4ccccc4c3c(CC)c2c1,1
3624-96-2,n,C=CCc1cc(cc(CN(CC)CC)c1O)c1cc(CC=C)c(O)c(CN(CC)CC)c1,1
3634-86-4,pr,Cc1cc(cc(Cc2cc(cc(C)c2O)C(C)(C)C)c1O)C(C)(C)C,1
3639-66-5,n,CCC12CCN(CC=C(C)C)C(Cc3ccc(O)cc23)C1C,1
3684-46-6,pr,Cc1ccc2c(Br)cc(Br)c(OC(=O)c3ccccc3)c2n1,1
3687-70-5,n,Clc1ccc(cc1Cl)CP(c1ccccc1)(c1ccccc1)c1ccccc1,1
3689-36-9,n,CN(C)CCCN1c2ccccc2Sc2c(Cl)cc(Cl)cc12,1
3697-24-3,n,Cc1cc2ccccc2c2ccc3ccccc3c12,1
3697-27-6,n,Cc1c2ccccc2c2ccc3ccccc3c2c1C,1
3697-30-1,n,CCc1c2ccc3ccccc3c2cc2ccccc12,1
3730-56-1,n,COC(=O)C1(C)CCCC2(C)C3CCC(C)(C=C)C=C3CCC12,1
3734-48-3,pr,ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,1
3734-49-4,n,ClC1C2C(CC1(Cl)Cl)C1(Cl)C(=C(Cl)C2(Cl)C1(Cl)Cl)Cl,1
3737-33-5,pr,CCc1ccc2Sc3ccccc3N(CC(C)CN(C)C)c2c1,1
3752-04-3,n,CC(=O)C1=CCC2C3CCC4CCCCC4(C)C3CCC12C,1
3767-05-3,n,OCC1(C)CCC2(CO)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1,1
3792-59-4,n,CCOP(=S)(Oc1ccc(Cl)cc1Cl)c1ccccc1,1
3793-41-7,n,COC(=O)CCC(C)C1CCC2C3CCC4CC(CCC4(C)C3CCC12C)OC(=O)C(F)(F)F,1
3810-52-4,n,CC(C)c1c(O)ccc2c1C(=O)C=C1C(C)(C)CCCC21C,1
3818-54-0,pr,Oc1cc(C)c(Sc2c(C)cc(O)cc2C(C)(C)C)c(c1)C(C)(C)C,1
3820-83-5,pr,CCN(CCOP(=O)(O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
3827-30-3,n,COC(=O)C1(C)CCCC2(C)C3CCC(C)(CC)CC3=CCC12,1
3867-54-7,n,COC(=O)C1(C)CCCC2(C)C3CCC(C)(CC)C=C3CCC12,1
3883-86-1,pr,Fc1c(F)cc(F)c(F)c1c1c(F)c(F)cc(F)c1F,1
3934-23-4,pr,O=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=C)C,1
3950-05-8,n,COC(=O)CC(C)CCC1C(C)(O)CCC2C(C)(C)CCCC12C,1
3972-13-2,n,Ic1ccc(cc1)C(c1ccc(I)cc1)C(Cl)(Cl)Cl,1
4002-76-0,n,Oc1cc2cc3c(ccc4ccccc34)cc2c2ccccc12,1
4019-40-3,n,Clc1ccc(cc1)NC(=O)c1cc(Cl)cc(c2ccc(Cl)cc2)c1O,1
4051-63-2,pr,O=C1c2ccccc2C(=O)c2c(N)ccc(c12)c1ccc(N)c2C(=O)c3ccccc3C(=O)c12,1
4074-25-3,pr,O=N(=O)c1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)(C)C,1
4076-39-5,n,Cc1cccc2ccc3ccc4ccccc4c3c12,1
4076-40-8,n,Cc1cccc2c1ccc1ccc3ccccc3c21,1
4076-43-1,n,Cc1cccc2ccc3ccc4cccc(C)c4c3c12,1
4089-58-1,pr,FC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(=O)(=O)F)C(F)(F)F)C(F)(F)F,1
4140-20-9,pr,CCC(=O)Oc1ccc2c(CCC3C2CCC2(C)C(CCC32)OC(=O)c2cccnc2)c1,1
4151-50-2,pr,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
4180-26-1,pr,C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,1
4203-77-4,pr,CCn1nc2c(ccc3c(=O)c4ccccc4c1c23)c1ccc2c(=O)c3ccccc3c3n(CC)nc1c23,1
4236-15-1,pr,CCCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
4329-01-5,n,Clc1ccc(cc1)C(c1ccccc1)C(Cl)(Cl)Cl,1
4329-03-7,n,CCOc1ccc(cc1)C(c1ccc(OCC)cc1)C(Cl)(Cl)Cl,1
4329-04-8,n,CCCOc1ccc(cc1)C(c1ccc(OCCC)cc1)C(Cl)(Cl)Cl,1
4329-07-1,n,Clc1ccc(cc1)C(c1cccc(Cl)c1)C(Cl)(Cl)Cl,1
4356-32-5,pr,COC(=O)C12CCC(C(=O)C)C2C2CCC3C4(C)CCC(O)C(C)(C)C4CCC3(C)C2(C)CC1,1
4378-61-4,i,Brc1cc2c3c4c(cc(Br)c5cccc(c2=O)c45)c(=O)c2cccc1c32,1
4390-04-9,pr,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,1
4399-08-0,n,Clc1ccc(cc1)C(c1ccc(Cl)cc1)C(Br)(Br)Br,1
4413-31-4,n,Cc1ccc(cc1)C(c1ccc(C)cc1)C(Cl)(Cl)Cl,1
4419-11-8,pr,N#CC(C)(N=NC(C)(C#N)CC(C)C)CC(C)C,1
4430-24-4,pr,Ic1cc(cc(I)c1O)C1(OS(=O)(=O)c2ccccc12)c1cc(I)c(O)c(I)c1,1
4465-92-3,n,ClCCN(CCCl)c1ccc(CCNc2ccnc3cc(Cl)ccc23)cc1,1
4470-23-9,n,COP(=S)(OC)SCC(C)CSC1C2C(=C(Cl)C(Cl)(C1Cl)C2(Cl)Cl)Cl,1
4496-47-3,pr,CC(C)(C)CC(C)(C)c1ccc(cc1)Nc1ccc2ccccc2c1,1
4514-19-6,n,Cc1cc2c3c(ccc4cccc1c34)cc1ccccc21,1
4550-36-1,pr,CCN(CC)c1ccc(c(C)c1)C(c1ccc(OC)c(OC)c1)c1ccc(cc1C)N(CC)CC,1
4596-16-1,pr,CCCCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(=O)C,1
4776-06-1,pr,Brc1cc(Br)c(O)c(c1)C(=O)Nc1cccc(c1)C(F)(F)F,1
4824-78-6,pr,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,1
4860-15-5,pr,CC(=O)CC1CCC2(NC1)OC1CC3C4CC(=C5CCCCC5(C)C4CCC3(C)C1C2C)OC(=O)C,1
4898-57-1,n,CCOC(=O)C1=C(Nc2ccc(C)cc2)CC(=C(Nc2ccc(C)cc2)C1)C(=O)OCC,1
4944-43-8,n,CCN(CC)CCC=C1c2ccccc2Sc2ccc(Cl)cc12,1
4948-15-6,pr,Cc1cc(C)cc(c1)[N]1=C(=O)C2=CC=C3C4C(=C5C=CC6=C(=O)[N](=C(=O)C7=CC=C3C5C67)c3cc(C)cc(C)c3)C=CC(=C1=O)C24,1
4981-10-6,n,Clc1ccccc1CCNC1CCC(NCCc2ccccc2Cl)CC1,1
4998-38-3,pr,C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,1
5045-40-9,pr,Cc1c(cccc1N=C1NC(=O)c2c1c(Cl)c(Cl)c(Cl)c2Cl)N=C1NC(=O)c2c1c(Cl)c(Cl)c(Cl)c2Cl,1
5060-56-0,n,Clc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1,1
5061-22-3,pr,O=C(OCCN1CCN(CCOC(=O)C(C)c2cccc3ccccc23)CC1)C(C)c1cccc2ccccc12,1
5085-35-8,n,CN(C1CC2CCC1CC2N(C)C1CCc2ccccc12)C1CCc2ccccc12,1
5101-28-0,pr,c1ccc(cc1)c1cc2ccc3cccc4ccc(c1)c2c34,1
5103-71-9,pr,ClC1CC2C(C1Cl)C1(Cl)C(=C(Cl)C2(Cl)C1(Cl)Cl)Cl,1
5103-73-1,n,ClC1C(Cl)C2C(C1Cl)C1(Cl)C(=C(Cl)C2(Cl)C1(Cl)Cl)Cl,1
5103-74-2,pr,ClC1CC2C(C1Cl)C1(Cl)C(=C(Cl)C2(Cl)C1(Cl)Cl)Cl,1
5150-50-5,pr,O=N(=O)c1cccc2C=CC3(Oc12)N(C)c1ccccc1C3(C)C,1
5171-85-7,n,CC(C)(C)CC(C)(C)C(C)(C)CC(C)(C)C,1
5178-17-6,n,O=C(OCC(COC(=O)C(C)(C)C)(COC(=O)C(C)(C)C)COC(=O)C(C)(C)C)C(C)(C)C,1
5190-63-6,pr,CC1=NN(c2ccccc2)C(=O)C1=CC=C1N(C)c2ccccc2C1(C)C,1
5212-99-7,n,Clc1cc(C(=O)Nc2ccc(Cl)c(Cl)c2)c(O)c(c1)c1ccccc1,1
5216-53-5,n,Brc1ccc(cc1)C(C(Cl)Cl)c1ccc(Br)cc1,1
5226-01-7,pr,CC(C)CCCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC12C,1
5268-51-9,pr,Cc1ccc(cc1)Nc1cc(c(N)c2C(=O)c3ccccc3C(=O)c12)S(=O)(=O)c1ccccc1,1
5323-67-1,n,O=C(OCc1ccc(Cl)cc1Cl)OCc1ccc(Cl)cc1Cl,1
5324-68-5,n,Cc1c(Cl)c(C)c(Cl)c(C)c1Cl,1
5337-60-0,pr,Clc1ccccc1OB(Oc1ccccc1Cl)Oc1ccccc1Cl,1
5373-42-2,n,COc1cc2c(cc1Oc1cc(OC)c(OC)cc1CC1N(C)CCc3cc(OC)c(OC)cc13)CC1N(C)CCc3cc(OC)c(OC)c2c13,1
5385-75-1,n,c1ccc2c(c1)c1c3ccccc3cc3c4ccccc4cc2c13,1
5451-32-1,n,CC(C)(C)c1ccc2OCN(Cc2c1)C1CCCCC1,1
5490-31-3,n,CN(C)CCCC1c2ccccc2C=Cc2ccc(Cl)cc12,1
5516-20-1,pr,N#Cc1cc(ccc1C=Cc1ccc(Cl)cc1)n1nc2ccc3ccccc3c2n1,1
5516-51-8,n,ClC(Cl)(Cl)c1nc(SCc2ccccc2)nc(n1)C(Cl)(Cl)Cl,1
5560-69-0,pr,CCOS(=O)(=O)c1c2ccc(cc2ccc1C(C)(C)C)C(C)(C)C,1
5566-34-7,pr,ClC1=C(Cl)C2(Cl)C3CC(Cl)(Cl)CC3C1(Cl)C2(Cl)Cl,1
5585-73-9,pr,CN(C)CC(C)CC1c2ccccc2CCc2ccccc12,1
5588-33-0,n,CN1CCCCC1CCN1c2ccccc2Sc2ccc(cc12)S(=O)C,1
5590-18-1,pr,O=C1NC(=Nc2ccc(cc2)N=C2NC(=O)c3c2c(Cl)c(Cl)c(Cl)c3Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c12,1
5718-26-3,pr,COC(=O)c1ccc2N(C)C(=CC=C3C(=NN(c4ccccc4)C3=O)C)C(C)(C)c2c1,1
5736-15-2,pr,Clc1cc(Cl)c(Cl)c(O)c1Cc1c(Cl)cc(Cl)c(Cl)c1O,1
5745-14-2,n,CCP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,1
5749-44-0,n,CC1CC23CCC4C(C)(C)CCCC4(C)C3CCC1(O)C2,1
5751-92-8,n,CCC(C)(C)c1cc(c(O)c(c1)C(C)(C)CC)C(C)(C)CC,1
5779-79-3,n,c1ccc2cc3c(cc4CCc5cccc3c45)cc2c1,1
5840-22-2,pr,COc1ccc(NC(=O)c2cc3ccc4c([nH]c5ccccc45)c3cc2O)c(C)c1,1
5874-98-6,pr,CCCCCCCCCC(=O)CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1
5878-33-1,pr,CN1C2CCC1CC(C2)OC(=O)C1CCC(C(=O)OC2CC3CCC(C2)N3C)(c2ccccc2)c2ccccc12,1
5895-04-5,n,BrCC1CC2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl,1
5929-01-1,n,c1ccc2cc3ccc4cccc5ccc(c2c1)c3c45,1
5953-69-5,n,O=C(OC1CCC2(C)C(CCC3C2CCC2(C)C(=O)CCC32)C1)c1ccccc1,1
5956-77-4,n,COc1c(OC)cc2CCN(C)C3Cc4ccc(OC)c(c4)Oc4ccc(cc4)CC4N(C)CCc5cc(OC)c(Oc1c23)cc45,1
6038-71-7,n,CC(C)CCCC(C)C1CCC2C3C(=O)CC4CC(CCC4(C)C3CCC12C)OC(=O)C,1
6063-34-9,n,CCC12CCN(CC=C(C)C)C(Cc3ccc(O)cc23)C1C,1
6111-78-0,n,Cc1cccc2cc3ccc4ccccc4c3cc12,1
6137-45-7,pr,Brc1ccc(cc1)NC(=O)c1cc(Cl)cc(Br)c1O,1
6219-97-2,pr,O=C(Nc1cc2c(nc3cc(ccc3c2O)C(F)(F)F)c2C(=O)c3ccccc3C(=O)c12)c1ccccc1,1
6252-26-2,n,CC1COC2(C)CCC3CC(C)(C)CCC3C2(C)C1,1
6257-39-2,pr,Oc1c(cc(cc1C(C)(C)C)c1ccc(cc1)C(C)(C)C)C(C)(C)C,1
6262-21-1,pr,Oc1ccc2c(c1)Oc1cc(O)ccc1C12OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c12,1
6326-61-0,n,Clc1ccc(cc1)c1cc(cc(c1)c1ccc(Cl)cc1)c1ccc(Cl)cc1,1
6345-58-0,pr,ClC(Cl)(Cl)C(c1cccs1)c1cccs1,1
6366-20-7,n,COc1c2ccc3ccccc3c2cc2ccccc12,1
6366-23-0,n,N#Cc1ccc2c(c1)cc1c(ccc3ccccc13)c2C,1
6366-24-1,n,Clc1ccc2c(c1)cc1c(ccc3ccccc13)c2C,1
6371-23-9,pr,Clc1cc2SC(=C3Sc4c(Cl)cc(Cl)c(C)c4C3=O)C(=O)c2c(C)c1,1
6376-56-3,pr,Brc1ccc2c3ccc(Br)c4cccc(c2c1)c34,1
6379-03-9,pr,Clc1cccc(c1)Nc1cc(C)c2nc3c(sc2c1)c(Cl)c(=O)c(Cl)c3Cl,1
6386-73-8,pr,Brc1cc(ccc1O)C(C)(C)c1cc(Br)c(O)c(Br)c1,1
6408-50-0,pr,CNc1ccc(Nc2cccc(C)c2)c2C(=O)c3ccccc3C(=O)c12,1
6417-38-5,pr,O=C(Nc1cccc2c1C(=O)c1cccc(NC(=O)c3ccccc3)c1C2=O)c1ccc2[nH]c3c4C(=O)c5ccccc5C(=O)c4ccc3c(=O)c2c1,1
6417-51-2,pr,O=c1c(c2ccccc2)c2c3n(c(=O)c(c4ccccc4)c4c5ccccc5n1c34)c1ccccc21,1
6451-12-3,pr,O=C1c2ccccc2C(=O)c2ccc3nc(sc3c12)c1sc2c(ccc3C(=O)c4ccccc4C(=O)c23)n1,1
6587-80-0,pr,COc1cc2OC3(C=Cc2cc1N(=O)=O)N(C)c1ccccc1C3(C)C,1
6627-40-3,pr,Cc1cc2c(Oc3c(Br)c(O)c(C)cc3C32OC(=O)c2ccccc32)c(Br)c1O,1
6639-30-1,pr,Clc1cc(Cl)c(Cl)cc1C,1
6639-47-0,n,Cc1ccc(cc1)N1CN(CN(C1)c1ccc(C)cc1)c1ccc(C)cc1,1
6642-07-5,pr,Clc1cc(Cc2cc(Cl)ccc2O)c(O)c(c1)Cc1cc(Cl)ccc1O,1
