smi1_original,smi2_original,smi1_standardized,smi2_standardized,label_1,label_2
FC(F)(C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F)C(F)(F)C(F)(F)F,FC(F)(C(F)(F)[C@@]1(F)OC(F)(F)C(F)(F)C1(F)F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F,1,1
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si]C(Cl)Cl,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si]C(Cl)Cl,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si]C(Cl)Cl,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si]C(Cl)Cl,0,0
FC(F)(F)/C=C\C(F)(F)F,FC(F)(F)/C=C\C(F)(F)F,FC(F)(F)C=CC(F)(F)F,FC(F)(F)C=CC(F)(F)F,0,0
FC(F)(F)/C=C/Cl,FC(F)(F)/C=C/Cl,FC(F)(F)C=CCl,FC(F)(F)C=CCl,0,0
FC(F)(F)F,FC(F)(F)F,FC(F)(F)F,FC(F)(F)F,0,0
FC(F)(F)c1cccc(c1)C(c1ccccc1)(c1ccccc1)n1cncn1,FC(F)(F)c1cccc(c1)C(c1ccccc1)(c1ccccc1)n1cncn1,FC(F)(F)c1cccc(C(c2ccccc2)(c2ccccc2)n2cncn2)c1,FC(F)(F)c1cccc(C(c2ccccc2)(c2ccccc2)n2cncn2)c1,1,1
FC(F)=C(F)C(F)(F)F,FC(F)=C(F)C(F)(F)F,FC(F)=C(F)C(F)(F)F,FC(F)=C(F)C(F)(F)F,0,0
FC(F)CC(F)(F)F,FC(F)CC(F)(F)F,FC(F)CC(F)(F)F,FC(F)CC(F)(F)F,0,0
FC(F)Cl,FC(F)Cl,FC(F)Cl,FC(F)Cl,0,0
F/C(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,F/C(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,1
F/C=C/C(F)(F)F,F/C=C/C(F)(F)F,FC=CC(F)(F)F,FC=CC(F)(F)F,0,0
Fc1ccc(Br)cc1,Fc1ccc(Br)cc1,Fc1ccc(Br)cc1,Fc1ccc(Br)cc1,0,0
Fc1ccc(cc1)C(N1CCN(CC=Cc2ccccc2)CC1)c1ccc(F)cc1,Fc1ccc(cc1)C(N1CCN(CC=Cc2ccccc2)CC1)c1ccc(F)cc1,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,1,1
Fc1cccc(C(F)(F)F)n1,Fc1cccc(C(F)(F)F)n1,Fc1cccc(C(F)(F)F)n1,Fc1cccc(C(F)(F)F)n1,0,0
Fc1cccc(F)c1CCl,Fc1cccc(F)c1CCl,Fc1cccc(F)c1CCl,Fc1cccc(F)c1CCl,0,0
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,0,0
N#Cc1c(Cl)cccc1Cl,N#Cc1c(Cl)cccc1Cl,N#Cc1c(Cl)cccc1Cl,N#Cc1c(Cl)cccc1Cl,0,0
N#Cc1ccccc1C=Cc1ccc(C=Cc2ccccc2C#N)cc1,N#Cc1ccccc1C=Cc1ccc(C=Cc2ccccc2C#N)cc1,N#Cc1ccccc1C=Cc1ccc(C=Cc2ccccc2C#N)cc1,N#Cc1ccccc1C=Cc1ccc(C=Cc2ccccc2C#N)cc1,0,0
Cl.N=C(N)N,N#CS.N=C(N)N,N=C(N)N,N=C(N)N,0,0
CC(=O)O.N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,CC(=O)[O-].Nc1ccc(C(=C2C=CC(=[NH2+])C=C2)c2ccc(N)cc2)cc1,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,0,0
NC(=Nc1ccccc1)Nc1ccccc1,NC(Nc1ccccc1)=[NH+]c1ccccc1.[Cl-],NC(=Nc1ccccc1)Nc1ccccc1,NC(=Nc1ccccc1)Nc1ccccc1,0,0
NC(=O)CC[C@H](NC(=O)OCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,NC(=O)CC[C@H](NC(=O)OCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,NC(=O)CCC(NC(=O)OCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,NC(=O)CCC(NC(=O)OCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1,1
NC(=O)N=C(N)N.O=P(O)(O)O,CP(=O)(O)O.NC(=O)N=C(N)N,NC(=O)N=C(N)N,NC(=O)N=C(N)N,0,0
N[C@@H](CCC(=O)O)C(=O)O,N[C@@H](CCC(=O)O)C(=O)O.OCCN(CCO)CCO,NC(CCC(=O)O)C(=O)O,NC(CCC(=O)O)C(=O)O,0,0
N[C@@H](CCC(=O)O)C(=O)O,N[C@@H](CCC(=O)[O-])C(=O)[O-].[Na+].[Na+],NC(CCC(=O)O)C(=O)O,NC(CCC(=O)O)C(=O)O,0,0
N[C@@H](CCC(=O)O)C(=O)O,N[C@@H](CCC(=O)[O-])C(=O)O.[Na+],NC(CCC(=O)O)C(=O)O,NC(CCC(=O)O)C(=O)O,0,0
N[C@@H](CCC(=O)O)C(=O)O.OCCN(CCO)CCO,N[C@@H](CCC(=O)[O-])C(=O)[O-].[Na+].[Na+],NC(CCC(=O)O)C(=O)O,NC(CCC(=O)O)C(=O)O,0,0
N[C@@H](CCC(=O)O)C(=O)O.OCCN(CCO)CCO,N[C@@H](CCC(=O)[O-])C(=O)O.[Na+],NC(CCC(=O)O)C(=O)O,NC(CCC(=O)O)C(=O)O,0,0
N[C@@H](CCC(=O)[O-])C(=O)[O-].[Na+].[Na+],N[C@@H](CCC(=O)[O-])C(=O)O.[Na+],NC(CCC(=O)O)C(=O)O,NC(CCC(=O)O)C(=O)O,0,0
Cl.NC(CS)C(=O)O,Cl.N[C@@H](CS)C(=O)O,NC(CS)C(=O)O,NC(CS)C(=O)O,0,0
Cl.NC(CS)C(=O)O,N[C@@H](CS)C(=O)O,NC(CS)C(=O)O,NC(CS)C(=O)O,0,0
Cl.N[C@@H](CS)C(=O)O,N[C@@H](CS)C(=O)O,NC(CS)C(=O)O,NC(CS)C(=O)O,0,0
NC(CSSC[C@H](N)C(=O)O)C(=O)O,N[C@H](CSSC[C@@H](N)C(=O)O)C(=O)O,NC(CSSCC(N)C(=O)O)C(=O)O,NC(CSSCC(N)C(=O)O)C(=O)O,0,0
N[C@@H](Cc1cnc[nH]1)C(=O)O,Cl.NC(Cc1cnc[nH]1)C(=O)O.O,NC(Cc1cnc[nH]1)C(=O)O,NC(Cc1cnc[nH]1)C(=O)O,0,0
N[C@@H](Cc1cnc[nH]1)C(=O)O,Cl.NC(Cc1cnc[nH]1)C(=O)O,NC(Cc1cnc[nH]1)C(=O)O,NC(Cc1cnc[nH]1)C(=O)O,0,0
Cl.NC(Cc1cnc[nH]1)C(=O)O.O,Cl.NC(Cc1cnc[nH]1)C(=O)O,NC(Cc1cnc[nH]1)C(=O)O,NC(Cc1cnc[nH]1)C(=O)O,0,0
Cl.NC(N)=NCCC[C@H](N)C(=O)O,NC(N)=NCCC[C@H](N)C(=O)O,NC(N)=NCCCC(N)C(=O)O,NC(N)=NCCCC(N)C(=O)O,0,0
Cl.NC(N)=NCCC[C@H](N)C(=O)O,NC(N)=[NH+]CCC[C@H](N)C(=O)O,NC(N)=NCCCC(N)C(=O)O,NC(N)=NCCCC(N)C(=O)O,0,0
Cl.NC(N)=NCCC[C@H](N)C(=O)O,NC(N)=[NH+]CCC[C@H]([NH3+])C(=O)O,NC(N)=NCCCC(N)C(=O)O,NC(N)=NCCCC(N)C(=O)O,0,0
Cl.NC(N)=NCCC[C@H](N)C(=O)O,NC(N)=[NH+]CCC[C@H]([NH3+])C(=O)[O-],NC(N)=NCCCC(N)C(=O)O,NC(N)=NCCCC(N)C(=O)O,0,0
NC(N)=NCCC[C@H](N)C(=O)O,NC(N)=[NH+]CCC[C@H](N)C(=O)O,NC(N)=NCCCC(N)C(=O)O,NC(N)=NCCCC(N)C(=O)O,0,0
NC(N)=NCCC[C@H](N)C(=O)O,NC(N)=[NH+]CCC[C@H]([NH3+])C(=O)O,NC(N)=NCCCC(N)C(=O)O,NC(N)=NCCCC(N)C(=O)O,0,0
NC(N)=NCCC[C@H](N)C(=O)O,NC(N)=[NH+]CCC[C@H]([NH3+])C(=O)[O-],NC(N)=NCCCC(N)C(=O)O,NC(N)=NCCCC(N)C(=O)O,0,0
NC(N)=[NH+]CCC[C@H](N)C(=O)O,NC(N)=[NH+]CCC[C@H]([NH3+])C(=O)O,NC(N)=NCCCC(N)C(=O)O,NC(N)=NCCCC(N)C(=O)O,0,0
NC(N)=[NH+]CCC[C@H](N)C(=O)O,NC(N)=[NH+]CCC[C@H]([NH3+])C(=O)[O-],NC(N)=NCCCC(N)C(=O)O,NC(N)=NCCCC(N)C(=O)O,0,0
NC(N)=[NH+]CCC[C@H]([NH3+])C(=O)O,NC(N)=[NH+]CCC[C@H]([NH3+])C(=O)[O-],NC(N)=NCCCC(N)C(=O)O,NC(N)=NCCCC(N)C(=O)O,0,0
NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,NC12CC3CC(CC(C3)C1)C2,NC12CC3CC(CC(C3)C1)C2,0,0
NCC(=O)[O-].NCC(=O)[O-].[Ca+2],NCC(=O)[O-].NCC(=O)[O-].[Cu+2],NCC(=O)O,NCC(=O)O,0,0
NCC(=O)[O-].NCC(=O)[O-].[Ca+2],NCC(=O)O.NCC(=O)O.[Cu],NCC(=O)O,NCC(=O)O,0,0
NCC(=O)[O-].NCC(=O)[O-].[Ca+2],[Cu+2].[NH-]CC(=O)O.[NH-]CC(=O)O,NCC(=O)O,NCC(=O)O,0,0
NCC(=O)[O-].NCC(=O)[O-].[Ca+2],NCC(=O)O.NCC(=O)O.[Fe],NCC(=O)O,NCC(=O)O,0,0
NCC(=O)[O-].NCC(=O)[O-].[Cu+2],NCC(=O)O.NCC(=O)O.[Cu],NCC(=O)O,NCC(=O)O,0,0
NCC(=O)[O-].NCC(=O)[O-].[Cu+2],[Cu+2].[NH-]CC(=O)O.[NH-]CC(=O)O,NCC(=O)O,NCC(=O)O,0,0
NCC(=O)[O-].NCC(=O)[O-].[Cu+2],NCC(=O)O.NCC(=O)O.[Fe],NCC(=O)O,NCC(=O)O,0,0
NCC(=O)O.NCC(=O)O.[Cu],[Cu+2].[NH-]CC(=O)O.[NH-]CC(=O)O,NCC(=O)O,NCC(=O)O,0,0
NCC(=O)O.NCC(=O)O.[Cu],NCC(=O)O.NCC(=O)O.[Fe],NCC(=O)O,NCC(=O)O,0,0
[Cu+2].[NH-]CC(=O)O.[NH-]CC(=O)O,NCC(=O)O.NCC(=O)O.[Fe],NCC(=O)O,NCC(=O)O,0,0
[Br-].[NH3+]CCBr,Br.NCCBr,NCCBr,NCCBr,0,0
Cl.NCCCC[C@H](N)C(=O)O,Cl.NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O,0,0
NCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,1
NCCO.O=[N+]([O-])O,NCCO,NCCO,NCCO,0,0
NCCO.O=[N+]([O-])O,Br.NCCO,NCCO,NCCO,0,0
NCCO.O=[N+]([O-])O,NCCO.NCCO.O=C(O)O,NCCO,NCCO,0,0
NCCO.O=[N+]([O-])O,NCCO.NCCO.[H+].[H+].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Pt+4],NCCO,NCCO,0,0
NCCO.O=[N+]([O-])O,N.NCCO,NCCO,NCCO,0,0
NCCO,Br.NCCO,NCCO,NCCO,0,0
NCCO,NCCO.NCCO.O=C(O)O,NCCO,NCCO,0,0
NCCO,NCCO.NCCO.[H+].[H+].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Pt+4],NCCO,NCCO,0,0
NCCO,N.NCCO,NCCO,NCCO,0,0
Br.NCCO,NCCO.NCCO.O=C(O)O,NCCO,NCCO,0,0
Br.NCCO,NCCO.NCCO.[H+].[H+].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Pt+4],NCCO,NCCO,0,0
Br.NCCO,N.NCCO,NCCO,NCCO,0,0
NCCO.NCCO.O=C(O)O,NCCO.NCCO.[H+].[H+].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Pt+4],NCCO,NCCO,0,0
NCCO.NCCO.O=C(O)O,N.NCCO,NCCO,NCCO,0,0
NCCO.NCCO.[H+].[H+].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Pt+4],N.NCCO,NCCO,NCCO,0,0
NN=C(N)N.O=P(O)(O)O,N[NH+]=C(N)N.O=S(=O)([O-])O,NN=C(N)N,NN=C(N)N,0,0
NN=C(c1ccccc1)c1ccccc1,NN=C(c1ccccc1)c1ccccc1,NN=C(c1ccccc1)c1ccccc1,NN=C(c1ccccc1)c1ccccc1,0,0
Nc1c(Cl)c(Cl)c(N)c2c1C(=O)c1ccccc1C2=O,Nc1c(Cl)c(Cl)c(N)c2c1C(=O)c1ccccc1C2=O,Nc1c(Cl)c(Cl)c(N)c2c1C(=O)c1ccccc1C2=O,Nc1c(Cl)c(Cl)c(N)c2c1C(=O)c1ccccc1C2=O,0,0
Nc1c(Cl)cc(C(F)(F)F)cc1Cl,Nc1c(Cl)cc(C(F)(F)F)cc1Cl,Nc1c(Cl)cc(C(F)(F)F)cc1Cl,Nc1c(Cl)cc(C(F)(F)F)cc1Cl,0,0
Nc1c(Oc2ccccc2)c(Oc2ccccc2)c(N)c2c1C(=O)c1ccccc1C2=O,Nc1c(Oc2ccccc2)c(Oc2ccccc2)c(N)c2c1C(=O)c1ccccc1C2=O,Nc1c(Oc2ccccc2)c(Oc2ccccc2)c(N)c2c1C(=O)c1ccccc1C2=O,Nc1c(Oc2ccccc2)c(Oc2ccccc2)c(N)c2c1C(=O)c1ccccc1C2=O,0,0
Nc1cc(Cl)c(Cl)cc1[N+](=O)[O-],Nc1cc(Cl)c(Cl)cc1[N+](=O)[O-],Nc1cc(Cl)c(Cl)cc1[N+](=O)[O-],Nc1cc(Cl)c(Cl)cc1[N+](=O)[O-],0,0
Cl.Cl.Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,Cl.Cl.Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,0,0
Nc1ccc(C(O)(c2ccc(N)cc2)c2ccc(N)cc2)cc1,Nc1ccc(C(O)(c2ccc(N)cc2)c2ccc(N)cc2)cc1,Nc1ccc(C(O)(c2ccc(N)cc2)c2ccc(N)cc2)cc1,Nc1ccc(C(O)(c2ccc(N)cc2)c2ccc(N)cc2)cc1,0,0
ClCC1CO1.Nc1ccc(Cc2ccc(N)cc2)cc1,Nc1ccc(Cc2ccc(N)cc2)cc1,Nc1ccc(Cc2ccc(N)cc2)cc1,Nc1ccc(Cc2ccc(N)cc2)cc1,0,0
Nc1ccc(Cl)c(Cl)c1,Nc1ccc(Cl)c(Cl)c1,Nc1ccc(Cl)c(Cl)c1,Nc1ccc(Cl)c(Cl)c1,0,0
Nc1ccc(Cl)cc1,Nc1ccc(Cl)cc1,Nc1ccc(Cl)cc1,Nc1ccc(Cl)cc1,0,0
Nc1ccc(N)c(Cl)c1,O=S(=O)([O-])[O-].[NH3+]c1ccc([NH3+])c(Cl)c1,Nc1ccc(N)c(Cl)c1,Nc1ccc(N)c(Cl)c1,0,0
Nc1ccc(N)c(Cl)c1,Nc1ccc(N)c(Cl)c1,Nc1ccc(N)c(Cl)c1,Nc1ccc(N)c(Cl)c1,0,0
O=S(=O)([O-])[O-].[NH3+]c1ccc([NH3+])c(Cl)c1,Nc1ccc(N)c(Cl)c1,Nc1ccc(N)c(Cl)c1,Nc1ccc(N)c(Cl)c1,0,0
Nc1ccc(Oc2ccc(Cl)cc2Cl)cc1,Nc1ccc(Oc2ccc(Cl)cc2Cl)cc1,Nc1ccc(Oc2ccc(Cl)cc2Cl)cc1,Nc1ccc(Oc2ccc(Cl)cc2Cl)cc1,0,0
Nc1cccc(Cl)c1,Nc1cccc(Cl)c1,Nc1cccc(Cl)c1,Nc1cccc(Cl)c1,0,0
C=O.Nc1cccc(N)c1.S.[Na+].[Na+].[SH-],Nc1cccc(N)c1,Nc1cccc(N)c1,Nc1cccc(N)c1,0,0
Nc1cccc2cccc(N)c12,Nc1cccc2cccc(N)c12,Nc1cccc2cccc(N)c12,Nc1cccc2cccc(N)c12,0,0
Nc1ccccc1,CCCC=O.Nc1ccccc1,Nc1ccccc1,Nc1ccccc1,0,0
Nc1ccccc1,C=O.Nc1ccccc1,Nc1ccccc1,Nc1ccccc1,0,0
Nc1ccccc1,C=O.Nc1ccccc1.O=C(Cl)Cl,Nc1ccccc1,Nc1ccccc1,0,0
CCCC=O.Nc1ccccc1,C=O.Nc1ccccc1,Nc1ccccc1,Nc1ccccc1,0,0
CCCC=O.Nc1ccccc1,C=O.Nc1ccccc1.O=C(Cl)Cl,Nc1ccccc1,Nc1ccccc1,0,0
C=O.Nc1ccccc1,C=O.Nc1ccccc1.O=C(Cl)Cl,Nc1ccccc1,Nc1ccccc1,0,0
Nc1ccccc1[N+](=O)[O-],Nc1ccccc1[N+](=O)[O-],Nc1ccccc1[N+](=O)[O-],Nc1ccccc1[N+](=O)[O-],0,0
Nc1nc(N)nc(N)n1.O=P(O)(O)O,Nc1nc(N)nc(N)n1.O=P(O)(O)OP(=O)(O)O,Nc1nc(N)nc(N)n1,Nc1nc(N)nc(N)n1,0,0
Nc1nc(N)nc(N)n1.O=P(O)(O)O,Nc1nc(N)nc(N)n1.Nc1nc(N)nc(N)n1.O=P(O)(O)OP(=O)(O)O,Nc1nc(N)nc(N)n1,Nc1nc(N)nc(N)n1,0,0
Nc1nc(N)nc(N)n1.O=P(O)(O)OP(=O)(O)O,Nc1nc(N)nc(N)n1.Nc1nc(N)nc(N)n1.O=P(O)(O)OP(=O)(O)O,Nc1nc(N)nc(N)n1,Nc1nc(N)nc(N)n1,0,0
O=C(/C=C/c1ccccc1)OCc1ccccc1,O=C(C=Cc1ccccc1)OCc1ccccc1,O=C(C=Cc1ccccc1)OCc1ccccc1,O=C(C=Cc1ccccc1)OCc1ccccc1,0,0
O=C(/C=C/c1ccccc1)OCc1ccccc1,O=C(/C=C\c1ccccc1)OCc1ccccc1,O=C(C=Cc1ccccc1)OCc1ccccc1,O=C(C=Cc1ccccc1)OCc1ccccc1,0,0
O=C(C=Cc1ccccc1)OCc1ccccc1,O=C(/C=C\c1ccccc1)OCc1ccccc1,O=C(C=Cc1ccccc1)OCc1ccccc1,O=C(C=Cc1ccccc1)OCc1ccccc1,0,0
O=C(Cl)c1cccc(C(=O)Cl)c1,O=C(Cl)c1cccc(C(=O)Cl)c1,O=C(Cl)c1cccc(C(=O)Cl)c1,O=C(Cl)c1cccc(C(=O)Cl)c1,0,0
Clc1ccc(cc1)C(=NOCc1ccc(cc1)NC(=O)NC(=O)c1c(F)cccc1F)C1CC1,Clc1ccc(cc1)C(=NOCc1ccc(cc1)NC(=O)NC(=O)c1c(F)cccc1F)C1CC1,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(CON=C(c2ccc(Cl)cc2)C2CC2)cc1,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(CON=C(c2ccc(Cl)cc2)C2CC2)cc1,1,1
Clc1ccc(cc1)C(=NOCc1ccc(cc1)NC(=O)NC(=O)c1c(F)cccc1F)C1CC1,Clc1ccc(cc1)C(=NOCc1ccc(cc1)NC(=O)NC(=O)c1c(F)cccc1F)C1CC1,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(CON=C(c2ccc(Cl)cc2)C2CC2)cc1,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(CON=C(c2ccc(Cl)cc2)C2CC2)cc1,1,1
Clc1ccc(cc1)C(=NOCc1ccc(cc1)NC(=O)NC(=O)c1c(F)cccc1F)C1CC1,Clc1ccc(cc1)C(=NOCc1ccc(cc1)NC(=O)NC(=O)c1c(F)cccc1F)C1CC1,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(CON=C(c2ccc(Cl)cc2)C2CC2)cc1,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(CON=C(c2ccc(Cl)cc2)C2CC2)cc1,1,1
O=C(OCc1ccccc1)NC(CSCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,O=C(N[C@@H](CSCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)OCc1ccccc1,O=C(NC(CSCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)OCc1ccccc1,O=C(NC(CSCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)OCc1ccccc1,1,1
O=C(OCc1ccccc1)NC(CSCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,O=C(N[C@@H](CSCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)OCc1ccccc1,O=C(NC(CSCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)OCc1ccccc1,O=C(NC(CSCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)OCc1ccccc1,1,1
O=C(N[C@@H](CSCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)OCc1ccccc1,O=C(N[C@@H](CSCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)OCc1ccccc1,O=C(NC(CSCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)OCc1ccccc1,O=C(NC(CSCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)OCc1ccccc1,1,1
O=C(NCCCN(CCO)CCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(NCCCN(CCO)CCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(NCCCN(CCO)CCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(NCCCN(CCO)CCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,1
Brc1ccc(cc1)NC(=O)c1cc(Br)cc(Br)c1O,Brc1ccc(cc1)NC(=O)c1cc(Br)cc(Br)c1O,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,1,1
O=C(Nc1ccc(S(=O)(=O)Cl)cc1NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(Nc1ccc(S(=O)(=O)Cl)cc1NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(Nc1ccc(S(=O)(=O)Cl)cc1NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(Nc1ccc(S(=O)(=O)Cl)cc1NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,1
O=C([O-])C(=O)[O-].[NH4+].[NH4+],O.O=C(O)C(=O)O.O=C(O)C(=O)O.O=C(O)C(=O)O.[Cr].[Cr],O=C(O)C(=O)O,O=C(O)C(=O)O,0,0
O=C([O-])C(=O)[O-].[NH4+].[NH4+],O=C(O)C(=O)O.[Fe],O=C(O)C(=O)O,O=C(O)C(=O)O,0,0
O=C([O-])C(=O)[O-].[NH4+].[NH4+],O=C([O-])C(=O)[O-].[Mg+2],O=C(O)C(=O)O,O=C(O)C(=O)O,0,0
O=C([O-])C(=O)[O-].[NH4+].[NH4+],O=C(O)C(=O)O.[Mg+2],O=C(O)C(=O)O,O=C(O)C(=O)O,0,0
O=C([O-])C(=O)[O-].[NH4+].[NH4+],O.O.O=C([O-])C(=O)[O-].[Mg+2],O=C(O)C(=O)O,O=C(O)C(=O)O,0,0
O=C([O-])C(=O)[O-].[NH4+].[NH4+],O=C([O-])C(=O)[O-].[Mn+2],O=C(O)C(=O)O,O=C(O)C(=O)O,0,0
O=C([O-])C(=O)[O-].[NH4+].[NH4+],O=C(O)C(=O)O.[Mn],O=C(O)C(=O)O,O=C(O)C(=O)O,0,0
O.O=C(O)C(=O)O.O=C(O)C(=O)O.O=C(O)C(=O)O.[Cr].[Cr],O=C(O)C(=O)O.[Fe],O=C(O)C(=O)O,O=C(O)C(=O)O,0,0
O.O=C(O)C(=O)O.O=C(O)C(=O)O.O=C(O)C(=O)O.[Cr].[Cr],O=C([O-])C(=O)[O-].[Mg+2],O=C(O)C(=O)O,O=C(O)C(=O)O,0,0
O.O=C(O)C(=O)O.O=C(O)C(=O)O.O=C(O)C(=O)O.[Cr].[Cr],O=C(O)C(=O)O.[Mg+2],O=C(O)C(=O)O,O=C(O)C(=O)O,0,0
