smi1_original,smi2_original,smi1_standardized,smi2_standardized,label_1,label_2
CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)C2CC[C@]1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)[C@@H]2CCC1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)C2CC[C@]1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)[C@@H]2CCC1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)C2CC[C@]1(C)C(O)C2,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)C2CC[C@]1(C)C(O)C2,CC1(C)[C@@H]2CCC1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)C2CC[C@]1(C)C(O)C2,CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)C2CC[C@]1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)C2CC[C@]1(C)C(O)C2,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)C2CC[C@]1(C)C(O)C2,CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)C2CC[C@]1(C)C(O)C2,CC1(C)C2CC[C@]1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)C2CC[C@]1(C)C(O)C2,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)C2CC[C@]1(C)C(O)C2,CC1(C)[C@@H]2CCC1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,CC1(C)[C@@H]2CCC1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,CC1(C)C2CC[C@]1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,CC1(C)[C@@H]2CCC1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CCC1(C)[C@H](O)C2,CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CCC1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CCC1(C)[C@H](O)C2,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CCC1(C)[C@H](O)C2,CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CCC1(C)[C@H](O)C2,CC1(C)C2CC[C@]1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CCC1(C)[C@H](O)C2,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CCC1(C)[C@H](O)C2,CC1(C)[C@@H]2CCC1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)C2CC[C@]1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)[C@@H]2CCC1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)C2CCC1(C)C(O)C2,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)C2CCC1(C)C(O)C2,CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CC[C@]1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)C2CCC1(C)C(O)C2,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)C2CCC1(C)C(O)C2,CC1(C)[C@@H]2CCC1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,CC1(C)C2CC[C@]1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,CC1(C)[C@@H]2CCC1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)C2CC[C@]1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,CC1(C)[C@@H]2CCC1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)C2CC[C@]1(C)C(O)C2,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)C2CC[C@]1(C)C(O)C2,CC1(C)[C@@H]2CCC1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,CC1(C)[C@@H]2CCC1(C)[C@H](O)C2,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,0,0
CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)O)C(=O)C2,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2,0,0
CC1(C)OC(CP(c2ccccc2)c2ccccc2)C(CP(c2ccccc2)c2ccccc2)O1,CC1(C)OC(CP(c2ccccc2)c2ccccc2)C(CP(c2ccccc2)c2ccccc2)O1,CC1(C)OC(CP(c2ccccc2)c2ccccc2)C(CP(c2ccccc2)c2ccccc2)O1,CC1(C)OC(CP(c2ccccc2)c2ccccc2)C(CP(c2ccccc2)c2ccccc2)O1,1,1
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,CC12CCC(CC1=O)C2(C)C,CC12CCC(CC1=O)C2(C)C,CC12CCC(CC1=O)C2(C)C,0,0
CC1=CCC(C=CC(C)C(C)O)C1(C)C,CC1=CCC(/C=C\C(C)C(C)O)C1(C)C,CC1=CCC(C=CC(C)C(C)O)C1(C)C,CC1=CCC(C=CC(C)C(C)O)C1(C)C,0,0
CC1=CCC2[C@H](C1)C2(C)C,CC1=CC[C@@H]2[C@H](C1)C2(C)C,CC1=CCC2C(C1)C2(C)C,CC1=CCC2C(C1)C2(C)C,0,0
CC1=CCC2[C@H](C1)C2(C)C,CC1=CC[C@H]2[C@@H](C1)C2(C)C,CC1=CCC2C(C1)C2(C)C,CC1=CCC2C(C1)C2(C)C,0,0
CC1=CC[C@@H]2[C@H](C1)C2(C)C,CC1=CC[C@H]2[C@@H](C1)C2(C)C,CC1=CCC2C(C1)C2(C)C,CC1=CCC2C(C1)C2(C)C,0,0
CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,1,1
CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C,CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C,CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C,CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C,1,1
CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C,CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C,CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C,CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C,1,1
CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C,CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C,CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C,CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C,1,1
CC1CCC2C(C31COC(C)(C)OC3)C2(C)C,CC1CCC2C(C31COC(C)(C)OC3)C2(C)C,CC1CCC2C(C2(C)C)C12COC(C)(C)OC2,CC1CCC2C(C2(C)C)C12COC(C)(C)OC2,1,1
CC1CO1.NCCN,CC1CO1,CC1CO1,CC1CO1,0,0
C[C@H]1OC(=O)[C@@H](C)OC1=O,C[C@@H]1OC(=O)[C@H](C)OC1=O,CC1OC(=O)C(C)OC1=O,CC1OC(=O)C(C)OC1=O,0,0
C[C@H]1OC(=O)[C@@H](C)OC1=O,CC1OC(=O)C(C)OC1=O,CC1OC(=O)C(C)OC1=O,CC1OC(=O)C(C)OC1=O,0,0
C[C@@H]1OC(=O)[C@H](C)OC1=O,CC1OC(=O)C(C)OC1=O,CC1OC(=O)C(C)OC1=O,CC1OC(=O)C(C)OC1=O,0,0
C/C=C/C,CC=CC,CC=CC,CC=CC,0,0
C/C=C/C,C/C=C\C,CC=CC,CC=CC,0,0
C/C=C/C,C/C=C/C.C=CCC,CC=CC,CC=CC,0,0
CC=CC,C/C=C\C,CC=CC,CC=CC,0,0
CC=CC,C/C=C/C.C=CCC,CC=CC,CC=CC,0,0
C/C=C\C,C/C=C/C.C=CCC,CC=CC,CC=CC,0,0
C/C=C/C=C/C(=O)O,CC=CC=CC(=O)O,CC=CC=CC(=O)O,CC=CC=CC(=O)O,0,0
C/C=C/C=C/C(=O)O,C/C=C/C=C\C(=O)O,CC=CC=CC(=O)O,CC=CC=CC(=O)O,0,0
CC=CC=CC(=O)O,C/C=C/C=C\C(=O)O,CC=CC=CC(=O)O,CC=CC=CC(=O)O,0,0
C/C=C\CC,C/C=C/CC,CC=CCC,CC=CCC,0,0
CCC(=O)OC1(C)CCC23CC1C(C)(C)C3CCC2C,CCC(=O)OC1(C)CCC23CC1C(C)(C)C3CCC2C,CCC(=O)OC1(C)CCC23CC1C(C)(C)C2CCC3C,CCC(=O)OC1(C)CCC23CC1C(C)(C)C2CCC3C,1,1
CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,0,0
CCC(C)(C)c1ccccc1O,CCC(C)(C)c1ccccc1O,CCC(C)(C)c1ccccc1O,CCC(C)(C)c1ccccc1O,0,0
CCC(C)C(NC(=O)OCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CCC(C)C(NC(=O)OCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CCC(C)C(NC(=O)OCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1,1
CCC(C)C(NC(=O)OCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CCC(C)C(NC(=O)OCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CCC(C)C(NC(=O)OCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1,1
CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CCC(C)C(NC(=O)OCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CCC(C)C(NC(=O)OCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1,1
CCC(C)C1(C)COC(C2CCC(C)=CC2C)OC1,CCC(C)C1(C)COC(C2CCC(C)=CC2C)OC1,CCC(C)C1(C)COC(C2CCC(C)=CC2C)OC1,CCC(C)C1(C)COC(C2CCC(C)=CC2C)OC1,1,1
CCC(C)CNC(=O)CC(O)C(CC(C)C)NC(=O)C(CC#CCNC(=O)C)NC(=O)C(Cc1ccc2ccccc2c1)Cc1cccc2ccccc12,CCC(C)CNC(=O)CC(O)C(CC(C)C)NC(=O)C(CC#CCNC(=O)C)NC(=O)C(Cc1ccc2ccccc2c1)Cc1cccc2ccccc12,CCC(C)CNC(=O)CC(O)C(CC(C)C)NC(=O)C(CC#CCNC(C)=O)NC(=O)C(Cc1ccc2ccccc2c1)Cc1cccc2ccccc12,CCC(C)CNC(=O)CC(O)C(CC(C)C)NC(=O)C(CC#CCNC(C)=O)NC(=O)C(Cc1ccc2ccccc2c1)Cc1cccc2ccccc12,1,1
CCC(C)[O-].CCC(C)[O-].CCC(C)[O-].[Al+3],CCC(C)O,CCC(C)O,CCC(C)O,0,0
CCC(C)c1cc(C(C)(C)C)cc(-n2nc3ccccc3n2)c1O,CCC(C)c1cc(C(C)(C)C)cc(-n2nc3ccccc3n2)c1O,CCC(C)c1cc(C(C)(C)C)cc(-n2nc3ccccc3n2)c1O,CCC(C)c1cc(C(C)(C)C)cc(-n2nc3ccccc3n2)c1O,1,1
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1N(C)C)c1ccccc1,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1N(C)C)c1ccccc1,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1N(C)C)c1ccccc1,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1N(C)C)c1ccccc1,1,1
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1N(C)C)c1ccccc1,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1N(C)C)c1ccccc1,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1N(C)C)c1ccccc1,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1N(C)C)c1ccccc1,1,1
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1N(C)C)c1ccccc1,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1N(C)C)c1ccccc1,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1N(C)C)c1ccccc1,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1N(C)C)c1ccccc1,1,1
CCC(Cl)C(Cl)C(Cl)CC(Cl)C(Cl)C(C)Cl,CCC(Cl)C(Cl)C(Cl)CC(Cl)C(Cl)C(C)Cl,CCC(Cl)C(Cl)C(Cl)CC(Cl)C(Cl)C(C)Cl,CCC(Cl)C(Cl)C(Cl)CC(Cl)C(Cl)C(C)Cl,1,1
CCC(c1ccc(S(=O)(=O)O)cc1)C(C)CC(C)CC(C)C,CCC(c1ccc(S(=O)(=O)[O-])cc1)C(C)CC(C)CC(C)C.CCC(c1ccc(S(=O)(=O)[O-])cc1)C(C)CC(C)CC(C)C.[Ca+2],CCC(c1ccc(S(=O)(=O)O)cc1)C(C)CC(C)CC(C)C,CCC(c1ccc(S(=O)(=O)O)cc1)C(C)CC(C)CC(C)C,0,0
COC(=O)C1(C)CCCC2(C)C3CCC(C)(CC)C=C3CCC12,COC(=O)C1(C)CCCC2(C)C3CCC(C)(CC)C=C3CCC12,CCC1(C)C=C2CCC3C(C)(C(=O)OC)CCCC3(C)C2CC1,CCC1(C)C=C2CCC3C(C)(C(=O)OC)CCCC3(C)C2CC1,1,1
CCC12CCN(CC=C(C)C)C(Cc3ccc(O)cc23)C1C,CCC12CCN(CC=C(C)C)C(Cc3ccc(O)cc23)C1C,CCC12CCN(CC=C(C)C)C(Cc3ccc(O)cc31)C2C,CCC12CCN(CC=C(C)C)C(Cc3ccc(O)cc31)C2C,1,1
CCC=CCCCCCCCC(=O)OC,CC/C=C/CCCCCCCC(=O)OC,CCC=CCCCCCCCC(=O)OC,CCC=CCCCCCCCC(=O)OC,0,0
CC/C=C\CCOC(=O)C(C)C,CCC=CCCOC(=O)C(C)C,CCC=CCCOC(=O)C(C)C,CCC=CCCOC(=O)C(C)C,0,0
CCCC(Cl)CCC(Cl)CC(Cl)C(Cl)CCC(Cl)CCC(Cl)C(Cl)CC(C)Cl,CCCC(Cl)CCC(Cl)CC(Cl)C(Cl)CCC(Cl)CCC(Cl)C(Cl)CC(C)Cl,CCCC(Cl)CCC(Cl)CC(Cl)C(Cl)CCC(Cl)CCC(Cl)C(Cl)CC(C)Cl,CCCC(Cl)CCC(Cl)CC(Cl)C(Cl)CCC(Cl)CCC(Cl)C(Cl)CC(C)Cl,1,1
CCCC(Cl)CCCC(Cl)CCC(Cl)CCC(Cl)CCC(Cl)CCCC(Cl)CCC,CCCC(Cl)CCCC(Cl)CCC(Cl)CCC(Cl)CCC(Cl)CCCC(Cl)CCC,CCCC(Cl)CCCC(Cl)CCC(Cl)CCC(Cl)CCC(Cl)CCCC(Cl)CCC,CCCC(Cl)CCCC(Cl)CCC(Cl)CCC(Cl)CCC(Cl)CCCC(Cl)CCC,1,1
CCCC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C,CCCC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C,CCCC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C,CCCC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C,0,0
CCCCC(CC)C(=O)O,CCCCC(CC)C(=O)O.NCCO,CCCCC(CC)C(=O)O,CCCCC(CC)C(=O)O,0,0
CCCCC(CC)C(=O)O,CCCC[C@@H](CC)C(=O)[O-].CCCC[C@H](CC)C(=O)[O-].[Zr+2],CCCCC(CC)C(=O)O,CCCCC(CC)C(=O)O,0,0
CCCCC(CC)C(=O)O,CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Bi+3],CCCCC(CC)C(=O)O,CCCCC(CC)C(=O)O,0,0
CCCCC(CC)C(=O)O,CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Co+2],CCCCC(CC)C(=O)O,CCCCC(CC)C(=O)O,0,0
CCCCC(CC)C(=O)O,CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Fe+3],CCCCC(CC)C(=O)O,CCCCC(CC)C(=O)O,0,0
CCCCC(CC)C(=O)O.NCCO,CCCC[C@@H](CC)C(=O)[O-].CCCC[C@H](CC)C(=O)[O-].[Zr+2],CCCCC(CC)C(=O)O,CCCCC(CC)C(=O)O,0,0
CCCCC(CC)C(=O)O.NCCO,CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Bi+3],CCCCC(CC)C(=O)O,CCCCC(CC)C(=O)O,0,0
CCCCC(CC)C(=O)O.NCCO,CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Co+2],CCCCC(CC)C(=O)O,CCCCC(CC)C(=O)O,0,0
CCCCC(CC)C(=O)O.NCCO,CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Fe+3],CCCCC(CC)C(=O)O,CCCCC(CC)C(=O)O,0,0
CCCC[C@@H](CC)C(=O)[O-].CCCC[C@H](CC)C(=O)[O-].[Zr+2],CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Bi+3],CCCCC(CC)C(=O)O,CCCCC(CC)C(=O)O,0,0
CCCC[C@@H](CC)C(=O)[O-].CCCC[C@H](CC)C(=O)[O-].[Zr+2],CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Co+2],CCCCC(CC)C(=O)O,CCCCC(CC)C(=O)O,0,0
CCCC[C@@H](CC)C(=O)[O-].CCCC[C@H](CC)C(=O)[O-].[Zr+2],CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Fe+3],CCCCC(CC)C(=O)O,CCCCC(CC)C(=O)O,0,0
