SMILES,PBT_label
Cc1cc(C(OP(=O)(O)O)(c2cc(C)c(N)c(C)c2)c2c(Cl)cccc2Cl)cc(C)c1N,1.0
CCN(CC)CCOc1ccc(C(O)(Cc2ccccc2)c2ccccc2)cc1,1.0
Ic1cc2ccccc2c(I)c1I,1.0
Cc1cc2c(C)ccc3ccc4cccc1c4c32,1.0
CCN(CC)c1ccc(NC(=S)Nc2ccc(N(CC)CC)cc2)cc1,1.0
BrC1CCC(Br)C(Br)CCC(Br)C(Br)CC(Br)C1,1.0
CCC(CC)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,1.0
Clc1ccc(Sc2ccc(Cl)c(Cl)c2)cc1Cl,1.0
OC1(c2ccccc2Cl)c2cc(Cl)ccc2N=C(c2ccccc2Cl)N1c1ccc(Cl)cc1,1.0
Cc1cc(Br)c(OCC(Br)CBr)c(Br)c1,1.0
CN=C1SC(=NC(F)(F)F)C(=NC(F)(F)F)N1c1ccc(Cl)cc1,1.0
CCCCCCCCCCCCCCN1C(=O)NC2(CC(C)(C)N(C(C)=O)C(C)(C)C2)C1=O,1.0
COc1cc(OC)c(C=CC2N(C)c3ccccc3C2(C)C)c(OC)c1,1.0
C=C(CCl)C(Cl)(Cl)C(Cl)(Cl)C(=C)CCl,1.0
C=C(C(Cl)=C(Cl)C(=C)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1.0
CCN(CC)c1ccc(C=NN(c2ccccc2)c2ccc3ccccc3c2)cc1,1.0
ClCCC=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1.0
c1ccc2cc3c(cc2c1)-c1cccc2cc4ccccc4c-3c12,1.0
Cc1cc(Cl)ccc1Cc1ccc(Cl)cc1C,1.0
O=C1C(=C2Nc3c(Br)cc(Br)cc3C2=O)Nc2c(Cl)cc(Br)cc21,1.0
O=C(OCCN1CCN(c2ccc(C(F)(F)F)cc2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12,1.0
Fc1ccc2c(c1)Sc1ccc(C(F)(F)F)cc1C21CCCO1,1.0
CCC(C)(C)c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,1.0
CCN(CCOC(=O)c1ccc(C(Cl)(Cl)Cl)cc1)c1ccc(C=C(C#N)C#N)c(C)c1,1.0
O=C1c2cccc3ccc4ccc5cc6ccccc6c1c5c4c23,1.0
CCOC(=O)CN1C(=O)C2(CC(C)(C)NC(C)(C)C2)OC12CCCCCCCCCCC2,1.0
COc1c(C=O)c(C)cc2c1C(C)(C)CCC2(C)C,1.0
O=C(C=CC(=O)Nc1c(Br)cc(Br)cc1Br)Nc1c(Br)cc(Br)cc1Br,1.0
O=C=Nc1ccc(Cc2ccc(NC(=O)Nc3ccc(Cc4ccc(N=C=O)cc4)cc3)cc2)cc1,1.0
Cc1cc(Cc2cc(C(C)C)c(N)c(C(C)C)c2)ccc1N,1.0
O=S(=O)(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)F,1.0
CC1(C)CC(N)CC(C)(CNCc2ccc(O)c(CNCC3(C)CC(N)CC(C)(C)C3)c2)C1,1.0
Cc1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,1.0
CCCCN(CCCC)C(=O)CC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,1.0
CCOC(=O)c1ccc(C2(c3ccccc3)Oc3ccc(C4Oc5cc(O)cc(O)c5CC4O)cc3O2)cc1,1.0
CCC(O)(c1ccc(Cl)cc1)c1ccc(-c2ccc(Br)cc2)cc1,1.0
C=COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,1.0
CCSP(=O)(Oc1ccc(Cl)c(C)c1)Oc1ccc(Cl)c(C)c1,1.0
FC(F)(F)c1ccc(-c2ccc(C(F)(F)F)cc2Cl)c(Cl)c1,1.0
CC(C)c1cc(Oc2ccccc2)cc(C(C)C)c1NC(=N)C(C)(C)C,1.0
Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2C(F)(F)F)on1,1.0
