DB_smiles
N[C@@H](Cc1c[nH]cn1)C(=O)O
N[C@@H](Cc1ccccc1)C(=O)O
O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21
NCCCC[C@@H](N)C(=O)O
NCCCNCCCCNCCCN
N[C@@H](CO)C(=O)O
N[C@@H](Cc1ccc(O)cc1)C(=O)O
N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O
CN(CC(=O)O)C(=N)N
CC(C)C[C@@H](N)C(=O)O
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12
C[C@@H](O)[C@H](N)C(=O)O
C[C@@H](N)C(=O)O
CC(C)[C@@H](N)C(=O)O
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12
CC1=CC(=O)c2ccccc2C1=O
O=C(O)[C@@H]1CCCN1
Nc1ncnc2nc[nH]c12
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1
NCC(CC(=O)O)c1ccc(Cl)cc1
CC(N)Cc1ccccc1
C#CC(O)(/C=C/Cl)CC
CC(C)(N)Cc1ccccc1
COc1cccc(C2(O)CCCCC2CN(C)C)c1
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
CC(C)C[C@H](CN)CC(=O)O
O=C(CCBr)N1CCN(C(=O)CCBr)CC1
Nc1ccc(S(N)(=O)=O)cc1
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
CC=CC(=O)N(CC)c1ccccc1C
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12
NCCc1ccn[nH]1
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
CCOC(=O)c1cncn1[C@H](C)c1ccccc1
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
CCOc1ccc2nc(S(N)(=O)=O)sc2c1
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
CN(C)CCC=C1c2ccccc2CCc2ccccc21
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1
CNCCCC1c2ccccc2C=Cc2ccccc21
CN1C(=O)OC(C)(C)C1=O
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
CN(C)CCOC(C)(c1ccccc1)c1ccccn1
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
Cc1cccc(C)c1OCC(C)N
Nc1c2c(nc3ccccc13)CCCC2
CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
CNC[C@H](O)c1cccc(O)c1
CCOC(=O)n1ccn(C)c1=S
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
CN(C)CCCN1c2ccccc2Sc2ccccc21
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
COC(=O)C(c1ccccc1)C1CCCCN1
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
CCOC(=O)C1(c2ccccc2)CCN(C)CC1
CN(C)CCCN1c2ccccc2CCc2ccccc21
COc1ccc2cc(CCC(C)=O)ccc2c1
C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
CC(CNC1CCCCC1)OC(=O)c1ccccc1
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
CN(C)c1nc(N(C)C)nc(N(C)C)n1
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
O=C1c2ccccc2C(=O)C1c1ccccc1
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
CN/C(=N/C#N)NCCSCc1nc[nH]c1C
C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
NCCCCCC(=O)O
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
O=P1(N(CCCl)CCCl)NCCCO1
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
CNCCC=C1c2ccccc2CCc2ccccc21
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
CC(=O)NO
COc1c2occc2cc2ccc(=O)oc12
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1
CC(C)NCC(O)COc1cccc2ccccc12
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2
CCNC(C)Cc1cccc(C(F)(F)F)c1
Clc1cccc(Cl)c1NC1=NCCN1
OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21
C1CNCCN1
Oc1ccc(OCc2ccccc2)cc1
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1
CCC1(C)OC(=O)N(C)C1=O
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F
C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
CNC[C@H](O)c1ccc(O)c(O)c1
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
CC(C)OP(=O)(F)OC(C)C
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1
CCN(CC)CCOC(=O)c1ccc(N)cc1
COc1ccc(OC)c(C(O)C(C)N)c1
c1ccc2[nH]c(-c3cscn3)nc2c1
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
CCCNC(C)C(=O)Nc1ccccc1C
NC1CC1c1ccccc1
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O
CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2
NNCCc1ccccc1
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
CN(C)CCN(Cc1ccccc1)c1ccccn1
CCC1(c2ccccc2)C(=O)NCNC1=O
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1
OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
CC(C)c1cccc(C(C)C)c1O
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
CC1NCCOC1c1ccccc1
CN1C(=O)CC(c2ccccc2)C1=O
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
CN[C@@H](C)[C@@H](O)c1ccccc1
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
C[C@@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]32)CC1=O
CC(C)(S)[C@@H](N)C(=O)O
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1
C=CCc1ccccc1OCC(O)CNC(C)C
COc1ccccc1OCC(O)CO
NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
NS(=O)(=O)Cc1noc2ccccc12
CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1
Cc1ncc([N+](=O)[O-])n1CCO
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
CNCCCC12CCC(c3ccccc31)c1ccccc12
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1
CCN(CC)C(C)C(=O)c1ccccc1
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O
NNC(=O)c1ccncc1
COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12
CC(C)NCC(O)COc1cccc2[nH]ccc12
CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1
NCCc1ccc(O)c(O)c1
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
CC(C)(C(=O)c1cccnc1)c1cccnc1
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
COC(F)(F)C(Cl)Cl
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
CCN(CC)CCNC(=O)c1ccc(N)cc1
C#CCN(C)[C@H](C)Cc1ccccc1
CC12CC3CC(C)(C1)CC(N)(C3)C2
CC(C)Cc1ccc(C(C)C(=O)O)cc1
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2
CC(CN1c2ccccc2Sc2ccccc21)N(C)C
CCOC(=O)c1ccc(N)cc1
COc1cc(NC(C)CCCN)c2ncccc2c1
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1
Nc1ccc2cc3ccc(N)cc3nc2c1
COc1ccc(C2C(=O)c3ccccc3C2=O)cc1
CN(C)CCC=C1c2ccccc2COc2ccccc21
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O
CNCCCN1c2ccccc2CCc2ccccc21
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
Cc1ccccc1C(OCCN(C)C)c1ccccc1
CN1CCN(C(c2ccccc2)c2ccccc2)CC1
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
Cc1cc(C(=O)NNCc2ccccc2)no1
NNc1nncc2ccccc12
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C
CN[C@@H](C)[C@H](O)c1ccccc1
COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
O=C(Oc1ccccc1C(=O)O)c1ccccc1O
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
O=[N+]([O-])c1ccc(O)c2ncccc12
CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2[C@H]5O)N3[C@@H]1O
COc1ccc(C(=O)c2ccccc2)c(O)c1
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1
CC(C=C(c1cccs1)c1cccs1)N(C)C
CN(C)CCc1c[nH]c2ccc(O)cc12
CCOC(=O)C1(c2ccccc2)CCN(CCOCC2CCCO2)CC1
CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
CCN(C)C(C)C=C(c1cccs1)c1cccs1
C[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@H]12
CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@H]1C
CCOC(=O)C(CCN1CCOCC1)(c1ccccc1)c1ccccc1
C[C@H](N)[C@@H](O)c1ccccc1
CCCC(C)(O)C1C[C@@]23C=CC1(OC)C1Oc4c(O)ccc5c4[C@@]12CCN(C)[C@@H]3C5
CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@@H]1CC
CCC(=O)N(CC(C)N(C)CCc1ccccc1)c1ccccc1
CCOC(=O)C1(c2ccccc2)CCN(CCOCCO)CC1
CC(N)Cc1ccc2c(c1)OCO2
C[C@]12Cc3nonc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C2
CCOC(=O)C1(c2ccccc2)CCN(CCOCc2ccccc2)CC1
CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](O)C2
C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2CCC[C@H]3[C@H]1C5
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
COc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@@H]2O
C=CCC1CN(C)CCC1(OC(=O)CC)c1ccccc1
CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@H]1CC
CC(C)(N)Cc1ccc(Cl)cc1
C[C@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@H]12
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5
CN1CC[C@]23c4c5ccc(OCc6ccccc6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
C[C@H](N)Cc1ccccc1
C[C@H]1[C@H](c2ccccc2)OCCN1C
C=CCOc1ccccc1OCC(O)CNC(C)C
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12
