SMILES,PBT_label
ClC1=C(Cl)C2(Cl)C(Cl)=C(Cl)C3CC1C(Cl)C32,1.0
O=C1OC(c2cc(I)c(O)c(I)c2)(c2cc(I)c(O)c(I)c2)c2ccccc21,1.0
NC(CCC(=O)O)C(=O)O,0.0
CCCCC(CC)CO,0.0
Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,0.0
CCC(C)C1(C)COC(C2CCC(C)=CC2C)OC1,1.0
O=[N+]([O-])c1ccc(C(=CCBr)c2ccc(-c3ccc(Cl)cc3)cc2)cc1,1.0
Clc1ccc(-c2ccc(C(=CCBr)c3ccc(Br)cc3)cc2)cc1,1.0
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1.0
ClC(Cl)c1ccccc1,0.0
Brc1cc(Br)c(Oc2c(Br)cccc2Br)c(Br)c1Br,1.0
CC(=O)O,0.0
FC(F)(Cl)Cl,0.0
CC12CCC(CC1=O)C2(C)C,0.0
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)C(Cl)C3C1(Cl)C2(Cl)Cl,1.0
CCC(=O)OC1(C)CCC23CC1C(C)(C)C2CCC3C,1.0
CCC=CCCCCCCCC(=O)OC,0.0
c1ccc2c(c1)cc1ccc3c4ccccc4cc4ccc2c1c43,1.0
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1.0
c1ccc(-c2ccccc2)cc1,0.0
CC(Cl)CC(C)CC(C)CC(Cl)(Cl)Cl,1.0
CC(=O)OC1CC(C)CCC1C(C)C,0.0
C[Si](O[Si](C)(C)C)O[Si](C)(C)C,0.0
CCC(Cl)C(Cl)C(Cl)CC(Cl)C(Cl)C(C)Cl,1.0
CCC(C)c1cc(C(C)(C)C)cc(-n2nc3ccccc3n2)c1O,1.0
CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,1.0
C=CC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)C,0.0
COC(=O)CCCCCCCC=CCCCCCCCC(=O)OC,0.0
O=C1CCCCCN1,0.0
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,1.0
C=Cn1cc[n+](C)c1,0.0
CC(C)c1cccc2ccccc12,0.0
CN(C)CCCNC(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1.0
O=C(O)CCCCCCCCC(=O)O,0.0
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1.0
CCCCCC(C=O)=Cc1ccccc1,0.0
NCCO,0.0
CCc1cccc(C)c1Nc1ccc(Nc2c(C)cccc2CC)c2c1C(=O)c1ccccc1C2=O,0.0
FC(F)(F)C=CCl,0.0
C[N+](C)(C)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0
c1cc2cc3c4c(ccc5cc6c(c1CCC6)c2c54)CCC3,1.0
BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,1.0
Brc1ccc(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1,1.0
CC(C)c1ccc2c(c1)CCC1C(C)(CN)CCCC21C,1.0
CSc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,1.0
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,1.0
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(N=Nc2ccccc2)cc1)c64)C(=O)N(c1ccc(N=Nc2ccccc2)cc1)C5=O,0.0
O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,0.0
O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,0.0
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1.0
CN(C)c1ccc(C(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,1.0
FC(F)CC(F)(F)F,0.0
Cc1ccc(Cl)cc1,0.0
NC(CS)C(=O)O,0.0
Cc1ccc2cccc3c4cccc5cccc(c1c23)c54,1.0
CC(C)(C)CC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)c2ccccc2)c1,0.0
COc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.0
N#Cc1c(Cl)cccc1Cl,0.0
O=C(O)c1ccccc1,0.0
Brc1ccc(Oc2ccc(Br)c(Br)c2Br)c(Br)c1Br,1.0
CNCC(=O)O,0.0
OCC(CO)(CO)COCC(CO)(CO)CO,0.0
CCN(CC)c1ccc(C(=N)c2ccc(N(CC)CC)cc2)cc1,0.0
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,1.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F,1.0
CCOC(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,0.0
CCOP(=S)(Oc1ccc(Cl)cc1Cl)c1ccccc1,1.0
CC(CC=C(C=O)C(C)CCCC(C)(C)O)CCCC(C)(C)O,1.0
O=[N+]([O-])c1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,0.0
C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1.0
CC(N)C(=O)O,0.0
Brc1ccc(Oc2ccc(Br)c(Br)c2Br)c(Br)c1,1.0
CCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,1.0
CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1,0.0
Brc1cc(Br)c(Oc2c(Br)cc(Br)cc2Br)c(Br)c1,1.0
O=C(O)c1ccc2c(c1)C(=O)OC2=O,0.0
CC(O)CCO,0.0
O=[P+]([O-])[O-],0.0
C=CC1(C)C=C2CCC3C(C)(C(=O)OC)CCCC3(C)C2CC1,1.0
CCC(C)CNC(=O)CC(O)C(CC(C)C)NC(=O)C(CC#CCNC(C)=O)NC(=O)C(Cc1ccc2ccccc2c1)Cc1cccc2ccccc12,1.0
NCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0
CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1,0.0
c1ccc2c(c1)-c1cccc3cccc-2c13,1.0
C=CC(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1.0
O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1.0
C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0
CC1(C)C2=CCCC(C)(C)C23CCC1C3,0.0
C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1.0
Nc1ccc(Cl)cc1,0.0
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,1.0
CC(C)c1ccc2cc(C(C)C)ccc2c1,0.0
CC=CC=CC(=O)O,0.0
CC(=O)Oc1ccc(C(C)(C)CC(C)(C)C)cc1C1C(=O)Oc2ccc(C(C)(C)CC(C)(C)C)cc21,0.0
CC1=CCC(C=CC(C)C(C)O)C1(C)C,0.0
O=C(O)C=CC(=O)O,0.0
CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,1.0
O=C(O)CC(O)(CC(=O)O)C(=O)O,0.0
O=[N+]([O-])c1ccc(O)c(Cl)c1,0.0
Cc1c2ccccc2c2ccc3cccc4ccc1c2c43,1.0
CC1(C)C2CCC1(C)C(O)C2,0.0
Clc1c(Cl)c(Cl)c(Oc2ccccc2)c(Cl)c1Cl,1.0
CCN(C)C1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)C1,1.0
Cc1ccc2c(ccc3ccc4ccccc4c32)c1,1.0
CCC(C)O,0.0
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1.0
COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,0.0
Nc1ccc(C(O)(c2ccc(N)cc2)c2ccc(N)cc2)cc1,0.0
Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2Cl)on1,1.0
COc1ccc(COC(=O)NC(CO)C(=O)Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,1.0
Cc1ccc(Nc2cccc3c2C(=O)c2c(Nc4ccc(C)cc4)cccc2C3=O)cc1,0.0
Cc1cc(O)c(C(C)(C)C)cc1C(C)CC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C,0.0
CCCCC(CC)CN,0.0
CO[Si](OC)(C(C)C)C(C)C,0.0
CC(=O)CC(C)C,0.0
